downtime_id,machine_id,plant_location,start_time,end_time,duration_hours,reason,production_loss_mt,repair_cost_inr
DT000193,Machine-9,Ahmedabad Plant 2,2022-05-09 22:00:00,2022-05-10 05:04:00.170411,7.07,Power Failure,1.08,36567.45
DT000194,Machine-3,Ahmedabad Plant 1,2022-05-10 04:00:00,2022-05-10 10:52:01.911781,6.87,Operator Error,2.44,30469.97
DT000195,Machine-5,Rajkot Plant,2022-05-10 14:00:00,2022-05-10 19:33:55.778537,5.57,Cleaning,0.99,14740.86
DT000196,Machine-9,Ahmedabad Plant 1,2022-05-10 17:00:00,2022-05-10 19:30:16.844166,2.5,Power Failure,2.57,12534.78
DT000197,Machine-25,Rajkot Plant,2022-05-11 19:00:00,2022-05-11 21:44:30.910774,2.74,Scheduled Maintenance,2.8,38985.59
DT000198,Machine-12,Ahmedabad Plant 2,2022-05-11 06:00:00,2022-05-11 11:59:54.393699,6.0,Power Failure,1.64,36606.27
DT000199,Machine-3,Ahmedabad Plant 2,2022-05-11 03:00:00,2022-05-11 07:44:34.651292,4.74,Operator Error,0.68,30943.68
DT000200,Machine-16,Ahmedabad Plant 2,2022-05-12 00:00:00,2022-05-12 03:53:30.676556,3.89,Cleaning,0.78,20491.93
DT000201,Machine-23,Ahmedabad Plant 2,2022-05-12 16:00:00,2022-05-12 23:12:39.529131,7.21,Scheduled Maintenance,2.51,46125.65
DT000202,Machine-4,Rajkot Plant,2022-05-12 07:00:00,2022-05-12 12:52:41.153228,5.88,Scheduled Maintenance,2.08,11265.69
DT000203,Machine-20,Rajkot Plant,2022-05-13 22:00:00,2022-05-13 23:18:14.660173,1.3,Power Failure,1.12,19138.87
DT000204,Machine-8,Ahmedabad Plant 1,2022-05-13 23:00:00,2022-05-14 04:03:09.958717,5.05,Power Failure,2.69,45082.88
DT000205,Machine-1,Ahmedabad Plant 2,2022-05-15 16:00:00,2022-05-15 21:37:03.630389,5.62,Cleaning,1.93,15997.49
DT000206,Machine-13,Ahmedabad Plant 2,2022-05-15 04:00:00,2022-05-15 11:32:04.501500,7.53,Breakdown,2.18,29005.57
DT000207,Machine-14,Ahmedabad Plant 2,2022-05-16 18:00:00,2022-05-16 19:16:46.822265,1.28,Operator Error,2.56,20704.66
DT000208,Machine-24,Ahmedabad Plant 2,2022-05-16 04:00:00,2022-05-16 11:15:15.840697,7.25,Operator Error,0.92,7186.78
DT000209,Machine-15,Ahmedabad Plant 2,2022-05-16 08:00:00,2022-05-16 11:45:37.658423,3.76,Raw Material Shortage,0.7,7781.13
DT000210,Machine-20,Ahmedabad Plant 2,2022-05-17 10:00:00,2022-05-17 15:51:10.770911,5.85,Raw Material Shortage,1.14,33748.28
DT000211,Machine-14,Rajkot Plant,2022-05-18 08:00:00,2022-05-18 12:46:52.481413,4.78,Power Failure,0.85,22360.06
DT000212,Machine-7,Ahmedabad Plant 2,2022-05-19 01:00:00,2022-05-19 01:59:43.724927,1.0,Breakdown,1.55,13206.29
DT000213,Machine-5,Ahmedabad Plant 1,2022-05-19 13:00:00,2022-05-19 14:13:20.351040,1.22,Breakdown,1.29,5153.87
DT000214,Machine-16,Rajkot Plant,2022-05-21 00:00:00,2022-05-21 06:10:59.763525,6.18,Power Failure,0.9,33162.65
DT000215,Machine-8,Ahmedabad Plant 2,2022-05-21 08:00:00,2022-05-21 14:44:39.720016,6.74,Scheduled Maintenance,2.79,30090.86
DT000216,Machine-11,Ahmedabad Plant 1,2022-05-24 02:00:00,2022-05-24 08:24:43.663293,6.41,Operator Error,1.64,27058.13
DT000217,Machine-9,Ahmedabad Plant 1,2022-05-26 01:00:00,2022-05-26 05:36:02.849124,4.6,Cleaning,2.18,35146.28
DT000218,Machine-15,Ahmedabad Plant 2,2022-05-28 06:00:00,2022-05-28 12:23:25.203946,6.39,Breakdown,2.04,44718.54
DT000219,Machine-11,Rajkot Plant,2022-05-28 02:00:00,2022-05-28 07:49:09.373919,5.82,Raw Material Shortage,2.82,38769.65
DT000220,Machine-1,Ahmedabad Plant 2,2022-05-28 19:00:00,2022-05-29 01:02:25.017322,6.04,Power Failure,2.65,34511.46
DT000221,Machine-20,Ahmedabad Plant 1,2022-05-30 05:00:00,2022-05-30 06:50:48.533608,1.85,Scheduled Maintenance,0.71,19212.18
DT000222,Machine-4,Rajkot Plant,2022-06-01 14:00:00,2022-06-01 20:36:28.634479,6.61,Cleaning,0.55,11751.78
DT000223,Machine-18,Rajkot Plant,2022-06-02 09:00:00,2022-06-02 10:17:45.126746,1.3,Breakdown,0.59,41462.77
DT000224,Machine-8,Ahmedabad Plant 2,2022-06-04 23:00:00,2022-06-05 01:35:48.817750,2.6,Scheduled Maintenance,2.32,11386.04
DT000225,Machine-5,Ahmedabad Plant 2,2022-06-04 03:00:00,2022-06-04 06:34:01.210735,3.57,Raw Material Shortage,0.79,5111.62
DT000226,Machine-21,Ahmedabad Plant 2,2022-06-04 23:00:00,2022-06-05 04:05:55.380363,5.1,Scheduled Maintenance,1.7,23748.63
DT000227,Machine-9,Ahmedabad Plant 1,2022-06-05 19:00:00,2022-06-05 20:05:23.808208,1.09,Power Failure,1.97,40100.05
DT000228,Machine-17,Ahmedabad Plant 1,2022-06-05 04:00:00,2022-06-05 05:00:15.600779,1.0,Power Failure,1.53,19020.04
DT000229,Machine-18,Ahmedabad Plant 1,2022-06-05 17:00:00,2022-06-06 00:11:20.669377,7.19,Scheduled Maintenance,1.16,47492.63
DT000230,Machine-22,Ahmedabad Plant 2,2022-06-06 08:00:00,2022-06-06 14:42:46.865609,6.71,Operator Error,0.75,26628.7
DT000231,Machine-22,Rajkot Plant,2022-06-06 05:00:00,2022-06-06 10:22:03.039919,5.37,Cleaning,1.98,35565.36
DT000232,Machine-3,Rajkot Plant,2022-06-08 00:00:00,2022-06-08 03:41:50.274670,3.7,Scheduled Maintenance,2.76,17166.24
DT000233,Machine-16,Rajkot Plant,2022-06-08 21:00:00,2022-06-08 22:12:20.722351,1.21,Power Failure,2.94,34338.15
DT000234,Machine-20,Ahmedabad Plant 2,2022-06-11 11:00:00,2022-06-11 16:26:38.333688,5.44,Breakdown,2.54,23964.87
DT000235,Machine-25,Ahmedabad Plant 2,2022-06-11 08:00:00,2022-06-11 11:23:48.360239,3.4,Operator Error,2.87,22405.16
DT000236,Machine-23,Ahmedabad Plant 2,2022-06-11 11:00:00,2022-06-11 12:05:18.901604,1.09,Raw Material Shortage,1.27,44309.36
DT000237,Machine-7,Rajkot Plant,2022-06-12 02:00:00,2022-06-12 03:12:43.921373,1.21,Raw Material Shortage,2.29,16988.05
DT000238,Machine-4,Ahmedabad Plant 1,2022-06-12 01:00:00,2022-06-12 07:05:35.800032,6.09,Scheduled Maintenance,1.79,33645.91
DT000239,Machine-3,Ahmedabad Plant 1,2022-06-13 04:00:00,2022-06-13 06:19:26.298406,2.32,Raw Material Shortage,0.92,7848.88
DT000240,Machine-10,Ahmedabad Plant 2,2022-06-15 05:00:00,2022-06-15 11:41:30.573352,6.69,Breakdown,2.28,18200.85
DT000241,Machine-4,Ahmedabad Plant 1,2022-06-16 22:00:00,2022-06-17 04:46:36.660864,6.78,Cleaning,2.58,11199.16
DT000242,Machine-10,Ahmedabad Plant 2,2022-06-16 04:00:00,2022-06-16 09:51:09.560715,5.85,Breakdown,1.23,26023.52
DT000243,Machine-25,Ahmedabad Plant 2,2022-06-16 18:00:00,2022-06-16 21:43:33.909943,3.73,Operator Error,2.0,20620.94
DT000244,Machine-18,Ahmedabad Plant 2,2022-06-17 02:00:00,2022-06-17 03:02:57.856982,1.05,Operator Error,2.18,48225.69
DT000245,Machine-14,Rajkot Plant,2022-06-17 16:00:00,2022-06-17 21:30:32.429025,5.51,Breakdown,1.85,12362.97
DT000246,Machine-5,Rajkot Plant,2022-06-18 00:00:00,2022-06-18 05:11:19.800859,5.19,Cleaning,2.03,32843.89
DT000247,Machine-1,Ahmedabad Plant 1,2022-06-18 11:00:00,2022-06-18 18:11:32.452955,7.19,Power Failure,2.29,40252.99
DT000248,Machine-20,Ahmedabad Plant 2,2022-06-19 16:00:00,2022-06-19 18:51:00.150284,2.85,Raw Material Shortage,1.18,14305.14
DT000249,Machine-12,Ahmedabad Plant 1,2022-06-19 06:00:00,2022-06-19 12:20:16.014362,6.34,Cleaning,2.25,20394.23
DT000250,Machine-25,Rajkot Plant,2022-06-19 13:00:00,2022-06-19 14:33:29.863852,1.56,Operator Error,2.62,22292.51
DT000251,Machine-13,Ahmedabad Plant 2,2022-06-20 21:00:00,2022-06-20 22:55:23.228780,1.92,Cleaning,0.86,46385.59
DT000252,Machine-14,Ahmedabad Plant 1,2022-06-20 19:00:00,2022-06-20 20:28:34.407918,1.48,Raw Material Shortage,1.4,33448.62
DT000253,Machine-2,Ahmedabad Plant 1,2022-06-20 20:00:00,2022-06-20 23:33:38.060465,3.56,Raw Material Shortage,1.69,41117.98
DT000254,Machine-24,Rajkot Plant,2022-06-21 11:00:00,2022-06-21 18:59:39.330974,7.99,Scheduled Maintenance,1.67,22047.21
DT000255,Machine-1,Ahmedabad Plant 2,2022-06-21 02:00:00,2022-06-21 05:33:02.598445,3.55,Cleaning,1.42,26319.71
DT000256,Machine-25,Ahmedabad Plant 2,2022-06-21 05:00:00,2022-06-21 07:59:53.920207,3.0,Operator Error,1.66,47545.57
DT000257,Machine-4,Rajkot Plant,2022-06-22 10:00:00,2022-06-22 12:38:47.756999,2.65,Cleaning,2.13,26912.01
DT000258,Machine-25,Ahmedabad Plant 1,2022-06-23 15:00:00,2022-06-23 20:59:34.701511,5.99,Scheduled Maintenance,1.68,12224.4
DT000259,Machine-8,Rajkot Plant,2022-06-23 00:00:00,2022-06-23 07:02:35.305864,7.04,Raw Material Shortage,2.19,28664.19
DT000260,Machine-11,Ahmedabad Plant 2,2022-06-23 14:00:00,2022-06-23 20:43:59.260436,6.73,Power Failure,2.94,23422.97
DT000261,Machine-20,Rajkot Plant,2022-06-24 21:00:00,2022-06-25 00:08:52.652345,3.15,Power Failure,2.38,25457.25
DT000262,Machine-24,Ahmedabad Plant 2,2022-06-24 18:00:00,2022-06-24 19:08:35.759557,1.14,Raw Material Shortage,1.39,41388.44
DT000263,Machine-23,Ahmedabad Plant 1,2022-06-24 15:00:00,2022-06-24 20:48:00.742914,5.8,Operator Error,2.66,11598.19
DT000264,Machine-24,Ahmedabad Plant 1,2022-06-25 05:00:00,2022-06-25 07:19:45.883570,2.33,Scheduled Maintenance,1.04,48709.98
DT000265,Machine-15,Ahmedabad Plant 2,2022-06-25 18:00:00,2022-06-25 19:46:00.959092,1.77,Raw Material Shortage,1.99,33481.11
DT000266,Machine-18,Ahmedabad Plant 1,2022-06-26 11:00:00,2022-06-26 16:08:30.122329,5.14,Raw Material Shortage,2.23,26776.47
DT000267,Machine-20,Ahmedabad Plant 1,2022-06-26 02:00:00,2022-06-26 03:07:39.583616,1.13,Raw Material Shortage,2.25,17649.72
DT000268,Machine-15,Rajkot Plant,2022-06-27 10:00:00,2022-06-27 11:04:08.542283,1.07,Scheduled Maintenance,0.92,17924.88
DT000269,Machine-5,Ahmedabad Plant 2,2022-06-27 01:00:00,2022-06-27 04:44:35.868466,3.74,Raw Material Shortage,2.65,29142.62
DT000270,Machine-12,Rajkot Plant,2022-06-28 18:00:00,2022-06-28 22:02:23.115879,4.04,Cleaning,0.98,48166.82
DT000271,Machine-17,Ahmedabad Plant 1,2022-06-29 12:00:00,2022-06-29 19:18:49.930067,7.31,Power Failure,2.54,19541.81
DT000272,Machine-3,Rajkot Plant,2022-06-29 02:00:00,2022-06-29 06:42:43.945856,4.71,Operator Error,1.47,23131.14
DT000273,Machine-15,Ahmedabad Plant 1,2022-06-29 09:00:00,2022-06-29 10:02:27.546606,1.04,Power Failure,0.85,48252.6
DT000274,Machine-15,Ahmedabad Plant 2,2022-06-30 16:00:00,2022-06-30 21:04:32.263147,5.08,Cleaning,0.52,41413.37
DT000275,Machine-4,Ahmedabad Plant 1,2022-06-30 12:00:00,2022-06-30 13:09:10.123720,1.15,Raw Material Shortage,2.27,32938.21
DT000276,Machine-3,Ahmedabad Plant 2,2022-07-01 07:00:00,2022-07-01 07:58:19.684036,0.97,Cleaning,1.83,7134.59
DT000277,Machine-23,Ahmedabad Plant 1,2022-07-01 22:00:00,2022-07-01 22:58:58.523240,0.98,Cleaning,0.63,16494.86
DT000278,Machine-16,Ahmedabad Plant 2,2022-07-04 07:00:00,2022-07-04 13:30:47.770617,6.51,Raw Material Shortage,1.41,33779.22
DT000279,Machine-1,Ahmedabad Plant 2,2022-07-05 13:00:00,2022-07-05 14:26:10.923344,1.44,Scheduled Maintenance,2.83,27690.83
DT000280,Machine-8,Ahmedabad Plant 2,2022-07-06 02:00:00,2022-07-06 02:41:04.062266,0.68,Power Failure,1.84,13303.86
DT000281,Machine-11,Rajkot Plant,2022-07-06 08:00:00,2022-07-06 09:58:07.043365,1.97,Cleaning,2.0,15187.26
DT000282,Machine-8,Ahmedabad Plant 2,2022-07-06 05:00:00,2022-07-06 07:06:17.488929,2.1,Power Failure,1.85,15595.68
DT000283,Machine-19,Rajkot Plant,2022-07-07 23:00:00,2022-07-08 00:19:43.840327,1.33,Power Failure,1.52,7339.93
DT000284,Machine-5,Ahmedabad Plant 2,2022-07-07 02:00:00,2022-07-07 09:17:23.723403,7.29,Raw Material Shortage,1.63,5589.26
DT000285,Machine-23,Ahmedabad Plant 1,2022-07-07 02:00:00,2022-07-07 04:11:05.606276,2.18,Cleaning,2.89,27337.59
DT000286,Machine-20,Ahmedabad Plant 2,2022-07-08 11:00:00,2022-07-08 14:11:30.021072,3.19,Cleaning,1.29,23763.68
DT000287,Machine-20,Ahmedabad Plant 1,2022-07-08 13:00:00,2022-07-08 15:05:17.638902,2.09,Breakdown,2.37,27873.73
DT000288,Machine-23,Rajkot Plant,2022-07-10 03:00:00,2022-07-10 09:08:08.709148,6.14,Cleaning,1.14,5065.36
DT000289,Machine-12,Ahmedabad Plant 2,2022-07-11 05:00:00,2022-07-11 12:44:48.183040,7.75,Scheduled Maintenance,1.78,8588.27
DT000290,Machine-12,Ahmedabad Plant 1,2022-07-11 06:00:00,2022-07-11 07:16:41.283039,1.28,Cleaning,1.59,36286.89
DT000291,Machine-7,Ahmedabad Plant 1,2022-07-12 15:00:00,2022-07-12 18:28:29.329768,3.47,Operator Error,2.55,19807.68
DT000292,Machine-22,Rajkot Plant,2022-07-14 20:00:00,2022-07-14 20:50:31.345765,0.84,Raw Material Shortage,0.52,43674.99
DT000293,Machine-14,Ahmedabad Plant 1,2022-07-14 00:00:00,2022-07-14 07:53:00.481449,7.88,Cleaning,0.83,7791.83
DT000294,Machine-1,Ahmedabad Plant 2,2022-07-15 20:00:00,2022-07-16 03:21:29.006258,7.36,Operator Error,0.75,15278.19
DT000295,Machine-10,Rajkot Plant,2022-07-15 11:00:00,2022-07-15 17:30:44.471454,6.51,Raw Material Shortage,2.99,26870.63
DT000296,Machine-19,Ahmedabad Plant 1,2022-07-16 06:00:00,2022-07-16 08:04:50.811304,2.08,Scheduled Maintenance,2.62,22744.02
DT000297,Machine-6,Rajkot Plant,2022-07-16 23:00:00,2022-07-17 01:32:41.341381,2.54,Scheduled Maintenance,1.73,43510.92
DT000298,Machine-24,Rajkot Plant,2022-07-18 01:00:00,2022-07-18 03:14:51.022099,2.25,Raw Material Shortage,1.56,24990.97
DT000299,Machine-13,Ahmedabad Plant 2,2022-07-18 08:00:00,2022-07-18 14:44:44.634423,6.75,Power Failure,2.19,40121.9
DT000300,Machine-19,Ahmedabad Plant 2,2022-07-19 09:00:00,2022-07-19 14:42:01.416189,5.7,Scheduled Maintenance,1.98,10958.41
DT000301,Machine-11,Ahmedabad Plant 2,2022-07-20 15:00:00,2022-07-20 21:44:49.628120,6.75,Cleaning,2.02,36552.72
DT000302,Machine-15,Rajkot Plant,2022-07-21 01:00:00,2022-07-21 07:20:26.195571,6.34,Scheduled Maintenance,1.28,24679.15
DT000303,Machine-3,Ahmedabad Plant 2,2022-07-22 20:00:00,2022-07-23 00:33:34.848058,4.56,Power Failure,1.36,16634.16
DT000304,Machine-21,Ahmedabad Plant 1,2022-07-22 15:00:00,2022-07-22 21:19:34.483926,6.33,Power Failure,2.38,42430.97
DT000305,Machine-19,Rajkot Plant,2022-07-23 08:00:00,2022-07-23 13:43:30.764884,5.73,Cleaning,1.28,19715.1
DT000306,Machine-24,Ahmedabad Plant 2,2022-07-23 12:00:00,2022-07-23 16:27:30.442826,4.46,Raw Material Shortage,2.59,20583.19
DT000307,Machine-7,Ahmedabad Plant 2,2022-07-23 05:00:00,2022-07-23 11:14:40.353036,6.24,Raw Material Shortage,1.26,20233.64
DT000308,Machine-3,Ahmedabad Plant 2,2022-07-26 12:00:00,2022-07-26 18:08:33.878927,6.14,Raw Material Shortage,2.2,14370.28
DT000309,Machine-6,Ahmedabad Plant 2,2022-07-26 00:00:00,2022-07-26 06:42:09.573255,6.7,Operator Error,2.46,40883.81
DT000310,Machine-22,Ahmedabad Plant 2,2022-07-26 21:00:00,2022-07-27 01:01:39.481830,4.03,Cleaning,1.32,43240.18
DT000311,Machine-17,Rajkot Plant,2022-07-28 18:00:00,2022-07-28 22:54:41.750082,4.91,Raw Material Shortage,2.83,16422.22
DT000312,Machine-4,Ahmedabad Plant 1,2022-07-28 02:00:00,2022-07-28 09:49:01.918643,7.82,Raw Material Shortage,1.45,22301.23
DT000313,Machine-15,Rajkot Plant,2022-07-29 08:00:00,2022-07-29 10:17:28.049533,2.29,Cleaning,2.91,6787.14
DT000314,Machine-14,Ahmedabad Plant 2,2022-07-31 21:00:00,2022-08-01 01:03:00.656042,4.05,Breakdown,1.41,12166.85
DT000315,Machine-9,Ahmedabad Plant 2,2022-07-31 23:00:00,2022-08-01 04:50:57.572931,5.85,Scheduled Maintenance,2.75,15960.62
DT000316,Machine-2,Ahmedabad Plant 1,2022-08-01 08:00:00,2022-08-01 12:13:56.689279,4.23,Scheduled Maintenance,1.95,22572.0
DT000317,Machine-5,Rajkot Plant,2022-08-02 01:00:00,2022-08-02 08:24:41.529518,7.41,Operator Error,1.65,49225.11
DT000318,Machine-23,Ahmedabad Plant 2,2022-08-03 11:00:00,2022-08-03 13:42:50.538986,2.71,Operator Error,0.68,30873.53
DT000319,Machine-15,Ahmedabad Plant 1,2022-08-03 03:00:00,2022-08-03 09:40:30.181576,6.68,Raw Material Shortage,1.47,13329.45
DT000320,Machine-8,Ahmedabad Plant 1,2022-08-04 22:00:00,2022-08-05 04:02:12.480029,6.04,Cleaning,1.18,39638.2
DT000321,Machine-19,Ahmedabad Plant 1,2022-08-04 04:00:00,2022-08-04 06:28:02.680571,2.47,Power Failure,1.89,44945.47
DT000322,Machine-9,Ahmedabad Plant 2,2022-08-04 01:00:00,2022-08-04 03:02:04.660939,2.03,Breakdown,2.55,16944.34
DT000323,Machine-12,Rajkot Plant,2022-08-07 08:00:00,2022-08-07 13:27:17.951793,5.45,Cleaning,1.11,10155.62
DT000324,Machine-2,Ahmedabad Plant 1,2022-08-07 13:00:00,2022-08-07 18:28:48.628550,5.48,Cleaning,1.99,23066.76
DT000325,Machine-16,Ahmedabad Plant 1,2022-08-07 13:00:00,2022-08-07 13:46:30.424661,0.78,Power Failure,1.69,11691.79
DT000326,Machine-1,Rajkot Plant,2022-08-09 04:00:00,2022-08-09 07:11:45.734308,3.2,Operator Error,1.97,47270.86
DT000327,Machine-21,Ahmedabad Plant 1,2022-08-09 12:00:00,2022-08-09 16:20:05.422990,4.33,Scheduled Maintenance,0.99,47580.18
DT000328,Machine-22,Rajkot Plant,2022-08-09 14:00:00,2022-08-09 14:41:39.568834,0.69,Raw Material Shortage,2.11,16807.65
DT000329,Machine-20,Ahmedabad Plant 2,2022-08-10 17:00:00,2022-08-10 23:10:52.773994,6.18,Scheduled Maintenance,1.33,24293.59
DT000330,Machine-8,Rajkot Plant,2022-08-10 08:00:00,2022-08-10 14:16:41.251256,6.28,Raw Material Shortage,2.74,13214.9
DT000331,Machine-21,Rajkot Plant,2022-08-11 20:00:00,2022-08-11 22:43:19.895153,2.72,Scheduled Maintenance,0.51,43545.72
DT000332,Machine-25,Ahmedabad Plant 1,2022-08-11 23:00:00,2022-08-12 06:36:12.462764,7.6,Operator Error,1.2,22304.98
DT000333,Machine-13,Ahmedabad Plant 2,2022-08-11 16:00:00,2022-08-11 19:43:01.825639,3.72,Operator Error,1.52,22679.39
DT000334,Machine-2,Ahmedabad Plant 1,2022-08-16 06:00:00,2022-08-16 10:04:08.614782,4.07,Power Failure,0.88,7595.6
DT000335,Machine-16,Ahmedabad Plant 2,2022-08-18 11:00:00,2022-08-18 16:55:35.215694,5.93,Scheduled Maintenance,2.62,41458.68
DT000336,Machine-2,Ahmedabad Plant 1,2022-08-21 19:00:00,2022-08-22 00:11:58.915136,5.2,Cleaning,2.92,5069.44
DT000337,Machine-25,Ahmedabad Plant 1,2022-08-22 09:00:00,2022-08-22 11:53:47.642428,2.9,Power Failure,1.28,20735.28
DT000338,Machine-6,Ahmedabad Plant 2,2022-08-22 12:00:00,2022-08-22 18:29:59.719306,6.5,Operator Error,1.38,28718.76
DT000339,Machine-12,Ahmedabad Plant 1,2022-08-23 18:00:00,2022-08-23 23:06:16.376041,5.1,Operator Error,2.61,32713.77
DT000340,Machine-11,Ahmedabad Plant 1,2022-08-23 15:00:00,2022-08-23 18:21:35.275311,3.36,Operator Error,2.24,28199.1
DT000341,Machine-15,Ahmedabad Plant 2,2022-08-24 09:00:00,2022-08-24 13:27:46.860324,4.46,Operator Error,1.34,5072.34
DT000342,Machine-1,Rajkot Plant,2022-08-24 20:00:00,2022-08-24 23:10:07.867587,3.17,Power Failure,1.26,9515.26
DT000343,Machine-13,Ahmedabad Plant 1,2022-08-26 16:00:00,2022-08-26 17:59:23.177344,1.99,Scheduled Maintenance,2.95,17591.76
DT000344,Machine-12,Rajkot Plant,2022-08-26 18:00:00,2022-08-26 22:23:10.266933,4.39,Scheduled Maintenance,1.87,30201.35
DT000345,Machine-16,Rajkot Plant,2022-08-27 10:00:00,2022-08-27 10:51:17.859648,0.85,Operator Error,2.43,37865.53
DT000346,Machine-22,Ahmedabad Plant 1,2022-08-29 05:00:00,2022-08-29 12:49:44.187687,7.83,Power Failure,0.96,29920.61
DT000347,Machine-25,Ahmedabad Plant 1,2022-08-29 17:00:00,2022-08-29 23:31:43.416127,6.53,Breakdown,0.81,40530.68
DT000348,Machine-22,Ahmedabad Plant 1,2022-08-29 18:00:00,2022-08-29 20:31:29.008666,2.52,Operator Error,1.2,47551.8
DT000349,Machine-25,Rajkot Plant,2022-08-30 05:00:00,2022-08-30 07:51:14.573446,2.85,Operator Error,1.96,24804.18
DT000350,Machine-5,Ahmedabad Plant 2,2022-08-30 15:00:00,2022-08-30 16:05:10.301836,1.09,Raw Material Shortage,2.88,14617.64
DT000351,Machine-23,Ahmedabad Plant 1,2022-08-31 02:00:00,2022-08-31 04:30:27.752224,2.51,Cleaning,1.44,27434.12
DT000352,Machine-2,Ahmedabad Plant 1,2022-08-31 09:00:00,2022-08-31 10:34:55.714334,1.58,Scheduled Maintenance,2.07,28161.61
DT000353,Machine-25,Rajkot Plant,2022-09-02 20:00:00,2022-09-02 22:46:21.278843,2.77,Breakdown,2.23,28133.61
DT000354,Machine-21,Ahmedabad Plant 1,2022-09-02 03:00:00,2022-09-02 09:48:18.512174,6.81,Raw Material Shortage,2.64,49104.8
DT000355,Machine-12,Ahmedabad Plant 1,2022-09-02 21:00:00,2022-09-02 22:00:18.065461,1.01,Raw Material Shortage,1.51,27568.35
DT000356,Machine-13,Ahmedabad Plant 2,2022-09-03 15:00:00,2022-09-03 17:15:12.866378,2.25,Raw Material Shortage,2.81,8965.78
DT000357,Machine-19,Ahmedabad Plant 1,2022-09-03 07:00:00,2022-09-03 10:42:49.664557,3.71,Raw Material Shortage,0.96,35696.25
DT000358,Machine-1,Ahmedabad Plant 2,2022-09-03 02:00:00,2022-09-03 07:47:14.792941,5.79,Cleaning,2.68,23403.68
DT000359,Machine-23,Ahmedabad Plant 1,2022-09-04 08:00:00,2022-09-04 14:18:47.980206,6.31,Scheduled Maintenance,1.87,41552.19
DT000360,Machine-17,Ahmedabad Plant 2,2022-09-05 04:00:00,2022-09-05 05:08:25.232763,1.14,Cleaning,1.66,11775.23
DT000361,Machine-16,Rajkot Plant,2022-09-05 08:00:00,2022-09-05 14:25:39.598083,6.43,Operator Error,0.88,5362.72
DT000362,Machine-7,Ahmedabad Plant 1,2022-09-05 05:00:00,2022-09-05 12:28:17.140979,7.47,Raw Material Shortage,1.71,49333.59
DT000363,Machine-24,Rajkot Plant,2022-09-06 02:00:00,2022-09-06 05:53:50.925328,3.9,Scheduled Maintenance,1.98,38487.89
DT000364,Machine-15,Rajkot Plant,2022-09-06 08:00:00,2022-09-06 10:36:21.555133,2.61,Cleaning,0.83,34750.83
DT000365,Machine-17,Ahmedabad Plant 1,2022-09-06 16:00:00,2022-09-06 20:19:48.543867,4.33,Power Failure,2.57,7028.1
DT000366,Machine-4,Ahmedabad Plant 2,2022-09-07 17:00:00,2022-09-07 21:35:08.792892,4.59,Raw Material Shortage,0.96,32779.29
DT000367,Machine-5,Ahmedabad Plant 2,2022-09-07 08:00:00,2022-09-07 14:12:11.873802,6.2,Power Failure,1.16,26680.49
DT000368,Machine-22,Ahmedabad Plant 2,2022-09-08 19:00:00,2022-09-08 22:39:05.512489,3.65,Operator Error,2.39,31994.05
DT000369,Machine-20,Ahmedabad Plant 1,2022-09-09 11:00:00,2022-09-09 12:24:19.099780,1.41,Power Failure,2.94,46055.19
DT000370,Machine-22,Ahmedabad Plant 1,2022-09-09 03:00:00,2022-09-09 07:50:25.440351,4.84,Raw Material Shortage,2.44,5898.67
DT000371,Machine-10,Rajkot Plant,2022-09-11 03:00:00,2022-09-11 05:00:40.279252,2.01,Operator Error,2.42,9778.46
DT000372,Machine-3,Rajkot Plant,2022-09-12 22:00:00,2022-09-12 22:49:13.620281,0.82,Operator Error,2.04,6540.88
DT000373,Machine-11,Ahmedabad Plant 1,2022-09-12 10:00:00,2022-09-12 11:52:24.073693,1.87,Power Failure,0.7,29042.22
DT000374,Machine-6,Ahmedabad Plant 1,2022-09-12 12:00:00,2022-09-12 17:34:37.224582,5.58,Scheduled Maintenance,0.96,26094.09
DT000375,Machine-4,Rajkot Plant,2022-09-14 15:00:00,2022-09-14 15:39:04.618981,0.65,Operator Error,1.16,13082.2
DT000376,Machine-15,Ahmedabad Plant 2,2022-09-15 04:00:00,2022-09-15 05:44:41.037691,1.74,Raw Material Shortage,1.06,41240.48
DT000377,Machine-24,Ahmedabad Plant 2,2022-09-16 04:00:00,2022-09-16 11:37:23.266039,7.62,Operator Error,2.27,8251.5
DT000378,Machine-8,Ahmedabad Plant 1,2022-09-16 11:00:00,2022-09-16 16:12:40.422930,5.21,Raw Material Shortage,2.34,10000.64
DT000379,Machine-24,Ahmedabad Plant 2,2022-09-17 23:00:00,2022-09-18 01:42:26.714882,2.71,Scheduled Maintenance,1.57,18982.58
DT000380,Machine-23,Ahmedabad Plant 2,2022-09-17 03:00:00,2022-09-17 07:23:14.596548,4.39,Cleaning,0.83,25013.72
DT000381,Machine-14,Rajkot Plant,2022-09-18 12:00:00,2022-09-18 17:59:58.566542,6.0,Power Failure,1.65,14469.57
DT000382,Machine-14,Rajkot Plant,2022-09-19 23:00:00,2022-09-20 05:30:57.038554,6.52,Scheduled Maintenance,1.49,24129.16
