shipment_id,order_id,destination_country,shipping_method,departure_date,arrival_date,transit_days,customs_cleared,shipping_cost_inr,container_number
SHIP0000241,ORD00000259,Malaysia,Road Transport,2022-10-07,2022-10-18,11,Yes,104261.05,CONT547839
SHIP0000242,ORD00000260,Malaysia,Road Transport,2024-06-28,2024-07-06,8,Yes,145955.45,CONT360314
SHIP0000243,ORD00000261,Malaysia,Sea Freight,2024-01-31,2024-02-06,6,Yes,238365.64,CONT729474
SHIP0000244,ORD00000262,Malaysia,Sea Freight,2023-08-22,2023-08-30,8,Yes,143960.29,CONT261779
SHIP0000245,ORD00000263,Malaysia,Air Cargo,2023-06-06,2023-06-15,9,Yes,86578.38,CONT111830
SHIP0000246,ORD00000264,Malaysia,Air Cargo,2024-02-15,2024-02-22,7,Pending,117364.81,CONT223260
SHIP0000247,ORD00000265,Malaysia,Road Transport,2024-10-08,2024-10-20,12,Yes,70215.26,CONT279676
SHIP0000248,ORD00000266,Malaysia,Sea Freight,2022-12-06,2022-12-17,11,Yes,218542.29,CONT802853
SHIP0000249,ORD00000267,Malaysia,Sea Freight,2023-05-18,2023-05-28,10,Yes,61457.03,CONT392630
SHIP0000250,ORD00000268,Malaysia,Road Transport,2023-01-25,2023-02-04,10,Yes,193513.71,CONT690863
SHIP0000251,ORD00000269,Malaysia,Air Cargo,2024-03-27,2024-04-02,6,Yes,287512.76,CONT638567
SHIP0000252,ORD00000270,Malaysia,Air Cargo,2022-01-20,2022-01-27,7,Yes,264968.38,CONT334830
SHIP0000253,ORD00000271,Malaysia,Air Cargo,2023-07-23,2023-07-31,8,Yes,68235.28,CONT161907
SHIP0000254,ORD00000272,Malaysia,Air Cargo,2022-12-18,2022-12-26,8,Pending,228620.77,CONT475788
SHIP0000255,ORD00000273,Malaysia,Sea Freight,2023-06-06,2023-06-18,12,Yes,222524.06,CONT312289
SHIP0000256,ORD00000274,Malaysia,Road Transport,2023-03-03,2023-03-11,8,Yes,124596.65,CONT125763
SHIP0000257,ORD00000275,Malaysia,Air Cargo,2022-01-12,2022-01-19,7,Pending,77330.66,CONT110924
SHIP0000258,ORD00000276,Malaysia,Air Cargo,2022-07-08,2022-07-13,5,Yes,263518.36,CONT915050
SHIP0000259,ORD00000277,Malaysia,Sea Freight,2023-11-14,2023-11-20,6,Yes,188576.16,CONT459906
SHIP0000260,ORD00000278,Nepal,Sea Freight,2022-07-21,2022-08-06,16,Yes,224603.04,CONT936531
SHIP0000261,ORD00000279,Nepal,Sea Freight,2022-09-14,2022-10-08,24,Yes,164451.11,CONT907363
SHIP0000262,ORD00000280,Nepal,Sea Freight,2022-10-12,2022-10-23,11,Yes,105589.47,CONT777152
SHIP0000263,ORD00000281,Nepal,Sea Freight,2024-01-21,2024-02-05,15,Pending,115087.11,CONT501646
SHIP0000264,ORD00000282,Nepal,Air Cargo,2023-08-30,2023-09-21,22,Yes,183706.64,CONT579213
SHIP0000265,ORD00000283,Nepal,Sea Freight,2022-08-21,2022-09-06,16,Yes,108636.07,CONT102939
SHIP0000266,ORD00000284,Nepal,Road Transport,2024-10-29,2024-11-13,15,No,149668.91,CONT980060
SHIP0000267,ORD00000285,Nepal,Sea Freight,2023-07-26,2023-08-12,17,Pending,68601.07,CONT429164
SHIP0000268,ORD00000286,Nepal,Air Cargo,2022-09-15,2022-09-29,14,Yes,298876.22,CONT385828
SHIP0000269,ORD00000287,Nepal,Sea Freight,2022-05-24,2022-06-17,24,Pending,204170.84,CONT537180
SHIP0000270,ORD00000288,Nepal,Sea Freight,2022-08-22,2022-09-12,21,Yes,86514.15,CONT186720
SHIP0000271,ORD00000289,Nepal,Sea Freight,2022-07-27,2022-08-11,15,Yes,82527.08,CONT751163
SHIP0000272,ORD00000290,Nepal,Road Transport,2023-07-26,2023-08-05,10,Yes,170821.18,CONT858444
SHIP0000273,ORD00000291,Nepal,Sea Freight,2024-07-12,2024-07-26,14,Yes,56191.42,CONT218968
SHIP0000274,ORD00000292,Nepal,Air Cargo,2022-02-24,2022-03-11,15,Yes,153009.31,CONT614051
SHIP0000275,ORD00000293,Nepal,Road Transport,2024-04-17,2024-05-10,23,Yes,286228.88,CONT308643
SHIP0000276,ORD00000294,Nepal,Air Cargo,2023-04-06,2023-04-17,11,Pending,255839.94,CONT594476
SHIP0000277,ORD00000295,Nepal,Sea Freight,2024-12-19,2025-01-11,23,Yes,282489.78,CONT591613
SHIP0000278,ORD00000296,Nepal,Air Cargo,2022-10-28,2022-11-18,21,Yes,77778.3,CONT671205
SHIP0000279,ORD00000297,Nepal,Road Transport,2022-09-09,2022-09-21,12,Yes,142702.6,CONT467850
SHIP0000280,ORD00000298,Nepal,Air Cargo,2024-06-12,2024-06-28,16,Yes,188749.37,CONT729055
SHIP0000281,ORD00000299,Bangladesh,Sea Freight,2022-12-23,2023-01-01,9,Yes,230067.21,CONT618177
SHIP0000282,ORD00000300,Bangladesh,Sea Freight,2022-09-19,2022-09-26,7,Yes,148113.81,CONT940186
SHIP0000283,ORD00000301,Bangladesh,Road Transport,2022-04-23,2022-05-04,11,Yes,129737.6,CONT535125
SHIP0000284,ORD00000302,Bangladesh,Sea Freight,2023-07-25,2023-07-30,5,Pending,126266.17,CONT346349
SHIP0000285,ORD00000303,Bangladesh,Sea Freight,2024-01-06,2024-01-18,12,No,247363.63,CONT262028
SHIP0000286,ORD00000304,Bangladesh,Air Cargo,2024-06-22,2024-07-03,11,Yes,145455.28,CONT476649
SHIP0000287,ORD00000305,Bangladesh,Sea Freight,2022-03-02,2022-03-14,12,Yes,54078.19,CONT772984
SHIP0000288,ORD00000306,Bangladesh,Air Cargo,2022-04-02,2022-04-11,9,Pending,242553.84,CONT464990
SHIP0000289,ORD00000307,Bangladesh,Sea Freight,2022-12-21,2023-01-02,12,Pending,90333.76,CONT256295
SHIP0000290,ORD00000308,Bangladesh,Air Cargo,2023-09-01,2023-09-11,10,Pending,207052.78,CONT149518
SHIP0000291,ORD00000309,Bangladesh,Road Transport,2024-01-26,2024-02-03,8,Yes,57366.22,CONT503585
SHIP0000292,ORD00000310,Bangladesh,Air Cargo,2023-11-02,2023-11-08,6,Yes,146746.41,CONT423327
SHIP0000293,ORD00000311,Bangladesh,Air Cargo,2024-06-27,2024-07-05,8,Yes,163983.03,CONT337287
SHIP0000294,ORD00000312,Bangladesh,Air Cargo,2024-01-08,2024-01-19,11,Yes,293270.67,CONT694912
SHIP0000295,ORD00000313,Bangladesh,Road Transport,2023-06-28,2023-07-08,10,Yes,72042.54,CONT526161
SHIP0000296,ORD00000314,Bangladesh,Air Cargo,2022-11-18,2022-11-29,11,Yes,237879.05,CONT626387
SHIP0000297,ORD00000315,Bangladesh,Air Cargo,2021-12-28,2022-01-03,6,Yes,291187.84,CONT245522
SHIP0000298,ORD00000316,Bangladesh,Air Cargo,2023-02-24,2023-03-01,5,Yes,119227.3,CONT345564
SHIP0000299,ORD00000317,Bangladesh,Sea Freight,2023-08-23,2023-08-29,6,Yes,106412.93,CONT958762
SHIP0000300,ORD00000318,Bangladesh,Air Cargo,2022-10-22,2022-11-03,12,Yes,288017.13,CONT182849
SHIP0000301,ORD00000319,Bangladesh,Air Cargo,2024-05-07,2024-05-17,10,Yes,172389.67,CONT486192
SHIP0000302,ORD00000320,Bangladesh,Air Cargo,2023-05-26,2023-06-07,12,Yes,255647.1,CONT741084
SHIP0000303,ORD00000321,Bangladesh,Air Cargo,2023-03-07,2023-03-19,12,Yes,248657.54,CONT798157
SHIP0000304,ORD00000322,Bangladesh,Air Cargo,2024-03-30,2024-04-06,7,Yes,131500.5,CONT711155
SHIP0000305,ORD00000323,Bangladesh,Road Transport,2022-05-20,2022-05-27,7,Yes,96868.31,CONT716984
SHIP0000306,ORD00000324,Bangladesh,Air Cargo,2024-10-12,2024-10-24,12,Yes,225722.49,CONT723158
SHIP0000307,ORD00000325,Nepal,Air Cargo,2024-03-25,2024-04-13,19,Yes,175325.78,CONT323350
SHIP0000308,ORD00000326,Nepal,Road Transport,2022-01-11,2022-02-02,22,Yes,172624.84,CONT909512
SHIP0000309,ORD00000327,Nepal,Road Transport,2023-09-27,2023-10-22,25,Yes,186551.61,CONT232384
SHIP0000310,ORD00000328,Nepal,Sea Freight,2022-07-24,2022-08-18,25,Yes,56413.12,CONT669387
SHIP0000311,ORD00000329,Nepal,Air Cargo,2022-02-16,2022-02-27,11,Yes,51266.91,CONT482429
SHIP0000312,ORD00000330,Nepal,Road Transport,2022-11-06,2022-11-24,18,Yes,128529.27,CONT257638
SHIP0000313,ORD00000331,Nepal,Air Cargo,2023-08-28,2023-09-20,23,Yes,130921.36,CONT687935
SHIP0000314,ORD00000332,Nepal,Road Transport,2023-10-12,2023-11-04,23,Yes,229682.87,CONT548728
SHIP0000315,ORD00000333,Nepal,Air Cargo,2022-07-15,2022-07-25,10,Yes,131416.52,CONT737134
SHIP0000316,ORD00000334,Nepal,Road Transport,2024-08-29,2024-09-14,16,Yes,139888.24,CONT194230
SHIP0000317,ORD00000335,Nepal,Road Transport,2024-02-27,2024-03-21,23,No,187386.48,CONT674678
SHIP0000318,ORD00000336,Nepal,Road Transport,2022-10-18,2022-10-28,10,Yes,197902.24,CONT185788
SHIP0000319,ORD00000337,Nepal,Sea Freight,2023-04-02,2023-04-21,19,Yes,133323.05,CONT961547
SHIP0000320,ORD00000338,Nepal,Air Cargo,2023-07-20,2023-08-02,13,Yes,189526.33,CONT926335
SHIP0000321,ORD00000339,Nepal,Sea Freight,2022-08-20,2022-09-07,18,Yes,204454.7,CONT185797
SHIP0000322,ORD00000340,Nepal,Sea Freight,2022-03-09,2022-03-19,10,Yes,115311.19,CONT149616
SHIP0000323,ORD00000341,Nepal,Road Transport,2022-06-21,2022-07-11,20,Yes,108936.4,CONT937014
SHIP0000324,ORD00000342,Nepal,Road Transport,2022-11-16,2022-11-26,10,Yes,272608.54,CONT687393
SHIP0000325,ORD00000343,Nepal,Road Transport,2024-08-17,2024-09-06,20,Yes,211862.5,CONT247216
SHIP0000326,ORD00000344,Nepal,Sea Freight,2022-06-29,2022-07-17,18,Yes,127768.29,CONT554293
SHIP0000327,ORD00000345,Nepal,Air Cargo,2023-08-23,2023-09-06,14,Yes,187692.12,CONT153458
SHIP0000328,ORD00000346,Nepal,Road Transport,2024-06-21,2024-07-06,15,Yes,226851.71,CONT523086
SHIP0000329,ORD00000347,Nepal,Road Transport,2022-05-07,2022-05-22,15,Yes,55657.31,CONT253055
SHIP0000330,ORD00000348,Nepal,Air Cargo,2023-03-18,2023-04-03,16,Yes,279958.11,CONT775962
SHIP0000331,ORD00000349,Nepal,Sea Freight,2022-08-30,2022-09-22,23,Yes,229307.7,CONT473446
SHIP0000332,ORD00000350,Nepal,Sea Freight,2023-10-27,2023-11-07,11,Yes,148063.53,CONT841206
SHIP0000333,ORD00000351,Nepal,Air Cargo,2023-11-04,2023-11-14,10,Yes,283065.69,CONT205427
SHIP0000334,ORD00000352,Singapore,Air Cargo,2022-07-11,2022-07-16,5,Yes,63961.94,CONT318259
SHIP0000335,ORD00000353,Singapore,Sea Freight,2024-08-04,2024-08-15,11,Pending,238545.4,CONT977659
SHIP0000336,ORD00000354,Singapore,Road Transport,2022-11-23,2022-11-30,7,Yes,181571.93,CONT940718
SHIP0000337,ORD00000355,Singapore,Sea Freight,2023-08-07,2023-08-17,10,Yes,216197.37,CONT581626
SHIP0000338,ORD00000356,Singapore,Road Transport,2022-02-04,2022-02-10,6,Yes,167847.67,CONT891764
SHIP0000339,ORD00000357,Oman,Air Cargo,2022-08-08,2022-08-14,6,Pending,86807.69,CONT757118
SHIP0000340,ORD00000358,Oman,Air Cargo,2024-04-25,2024-04-29,4,Yes,115198.2,CONT146588
SHIP0000341,ORD00000359,Oman,Road Transport,2023-11-23,2023-11-29,6,Pending,165760.9,CONT963585
SHIP0000342,ORD00000360,Oman,Road Transport,2022-09-08,2022-09-15,7,No,279710.07,CONT288438
SHIP0000343,ORD00000361,Oman,Sea Freight,2024-06-15,2024-06-22,7,No,67080.62,CONT667650
SHIP0000344,ORD00000362,Oman,Sea Freight,2024-05-25,2024-05-29,4,No,76177.2,CONT609131
SHIP0000345,ORD00000363,Oman,Air Cargo,2022-04-10,2022-04-16,6,Yes,88177.19,CONT885698
SHIP0000346,ORD00000364,Oman,Air Cargo,2022-09-16,2022-09-24,8,Yes,208030.19,CONT613572
SHIP0000347,ORD00000365,Oman,Air Cargo,2024-03-09,2024-03-16,7,Yes,141576.27,CONT796207
SHIP0000348,ORD00000366,Oman,Sea Freight,2023-06-10,2023-06-18,8,Yes,87310.98,CONT964921
SHIP0000349,ORD00000367,Oman,Air Cargo,2024-04-16,2024-04-19,3,Yes,80491.24,CONT330889
SHIP0000350,ORD00000368,Oman,Road Transport,2022-10-22,2022-10-26,4,Yes,218540.14,CONT442560
SHIP0000351,ORD00000369,Oman,Sea Freight,2022-12-12,2022-12-15,3,Yes,165647.68,CONT290965
SHIP0000352,ORD00000370,Oman,Air Cargo,2024-07-16,2024-07-20,4,Yes,268189.39,CONT113201
SHIP0000353,ORD00000371,Oman,Road Transport,2023-12-21,2023-12-25,4,Yes,151006.42,CONT538976
SHIP0000354,ORD00000372,Oman,Air Cargo,2024-08-14,2024-08-17,3,Pending,213935.43,CONT238464
SHIP0000355,ORD00000373,Oman,Air Cargo,2023-08-28,2023-09-04,7,Yes,248961.13,CONT478405
SHIP0000356,ORD00000374,Oman,Road Transport,2022-10-14,2022-10-22,8,Yes,288419.7,CONT948366
SHIP0000357,ORD00000375,Oman,Road Transport,2023-05-15,2023-05-23,8,Yes,267324.42,CONT161605
SHIP0000358,ORD00000376,Oman,Air Cargo,2022-08-10,2022-08-14,4,Yes,243826.65,CONT481406
SHIP0000359,ORD00000377,UAE,Air Cargo,2024-05-02,2024-05-08,6,Yes,153222.01,CONT608820
SHIP0000360,ORD00000378,UAE,Road Transport,2024-05-18,2024-05-22,4,Yes,295701.12,CONT339999
SHIP0000361,ORD00000379,UAE,Road Transport,2022-08-26,2022-09-02,7,Yes,116179.78,CONT264931
SHIP0000362,ORD00000380,UAE,Road Transport,2022-03-17,2022-03-24,7,Yes,215323.92,CONT674311
SHIP0000363,ORD00000381,UAE,Air Cargo,2023-04-11,2023-04-19,8,Yes,82654.28,CONT602607
SHIP0000364,ORD00000382,UAE,Sea Freight,2022-08-01,2022-08-07,6,Pending,201481.94,CONT277454
SHIP0000365,ORD00000404,Singapore,Sea Freight,2023-11-07,2023-11-13,6,Yes,222472.17,CONT234177
SHIP0000366,ORD00000405,Singapore,Air Cargo,2023-01-19,2023-01-27,8,Yes,72573.29,CONT467488
SHIP0000367,ORD00000406,Singapore,Air Cargo,2023-08-28,2023-09-05,8,Yes,123737.12,CONT774285
SHIP0000368,ORD00000407,Singapore,Air Cargo,2024-02-18,2024-02-29,11,Yes,210381.16,CONT512651
SHIP0000369,ORD00000408,Singapore,Road Transport,2022-05-08,2022-05-18,10,Yes,200533.78,CONT412583
SHIP0000370,ORD00000409,Singapore,Road Transport,2022-10-24,2022-10-29,5,Yes,217052.9,CONT606557
SHIP0000371,ORD00000410,Singapore,Road Transport,2024-11-23,2024-11-29,6,Yes,81111.02,CONT808035
SHIP0000372,ORD00000411,Singapore,Sea Freight,2024-08-26,2024-08-31,5,Yes,178827.35,CONT775753
SHIP0000373,ORD00000412,Singapore,Road Transport,2023-10-03,2023-10-12,9,Yes,281901.82,CONT443783
SHIP0000374,ORD00000413,Singapore,Sea Freight,2024-11-02,2024-11-07,5,Pending,288442.73,CONT213676
SHIP0000375,ORD00000414,Singapore,Sea Freight,2024-09-21,2024-10-01,10,Pending,81682.32,CONT204733
SHIP0000376,ORD00000415,Singapore,Sea Freight,2024-06-21,2024-06-26,5,Yes,273599.34,CONT769012
SHIP0000377,ORD00000416,Singapore,Sea Freight,2024-07-02,2024-07-13,11,Yes,194119.31,CONT153576
SHIP0000378,ORD00000417,Singapore,Air Cargo,2024-06-16,2024-06-26,10,Yes,238229.45,CONT802366
SHIP0000379,ORD00000418,Singapore,Air Cargo,2023-06-20,2023-06-27,7,Yes,87661.64,CONT884066
SHIP0000380,ORD00000419,Singapore,Sea Freight,2023-10-08,2023-10-15,7,Yes,234466.52,CONT674047
SHIP0000381,ORD00000420,Singapore,Air Cargo,2022-11-24,2022-12-06,12,Yes,67769.39,CONT266370
SHIP0000382,ORD00000421,Singapore,Road Transport,2024-10-27,2024-11-02,6,Pending,208254.16,CONT361641
SHIP0000383,ORD00000422,Singapore,Air Cargo,2023-03-07,2023-03-13,6,Yes,217017.23,CONT990084
SHIP0000384,ORD00000423,Singapore,Sea Freight,2024-10-26,2024-11-01,6,Yes,216182.97,CONT212443
SHIP0000385,ORD00000424,Singapore,Road Transport,2023-09-27,2023-10-07,10,Pending,64664.36,CONT126598
SHIP0000386,ORD00000425,Singapore,Air Cargo,2023-03-06,2023-03-17,11,Yes,146047.8,CONT858249
SHIP0000387,ORD00000426,Singapore,Road Transport,2023-07-06,2023-07-16,10,Yes,236098.89,CONT445536
SHIP0000388,ORD00000427,Singapore,Road Transport,2023-06-02,2023-06-13,11,Yes,249204.45,CONT675434
SHIP0000389,ORD00000428,Singapore,Road Transport,2022-04-26,2022-05-07,11,Yes,153877.02,CONT669308
SHIP0000390,ORD00000429,Singapore,Air Cargo,2023-02-12,2023-02-23,11,No,90504.32,CONT984587
SHIP0000391,ORD00000430,Singapore,Air Cargo,2024-08-28,2024-09-05,8,Yes,174861.64,CONT874187
SHIP0000392,ORD00000431,Singapore,Sea Freight,2022-09-25,2022-09-30,5,Yes,212565.99,CONT705184
SHIP0000393,ORD00000432,Singapore,Sea Freight,2024-04-22,2024-05-02,10,Yes,280100.33,CONT838513
SHIP0000394,ORD00000433,Singapore,Air Cargo,2023-12-28,2024-01-05,8,Yes,220336.12,CONT403840
SHIP0000395,ORD00000434,UAE,Air Cargo,2022-02-14,2022-02-22,8,Yes,255665.19,CONT305246
SHIP0000396,ORD00000435,UAE,Sea Freight,2024-08-15,2024-08-23,8,Yes,116186.78,CONT471673
SHIP0000397,ORD00000436,UAE,Sea Freight,2023-03-04,2023-03-11,7,Yes,258309.78,CONT170105
SHIP0000398,ORD00000437,UAE,Air Cargo,2024-11-18,2024-11-22,4,Yes,202992.82,CONT763204
SHIP0000399,ORD00000438,UAE,Air Cargo,2024-01-13,2024-01-18,5,Yes,187247.38,CONT525462
SHIP0000400,ORD00000439,UAE,Road Transport,2024-08-05,2024-08-11,6,Yes,116715.89,CONT921031
SHIP0000401,ORD00000440,UAE,Air Cargo,2022-02-09,2022-02-17,8,Yes,100973.9,CONT142275
SHIP0000402,ORD00000441,UAE,Sea Freight,2023-09-08,2023-09-16,8,Yes,185969.22,CONT517908
SHIP0000403,ORD00000442,UAE,Air Cargo,2024-04-17,2024-04-23,6,Yes,272859.74,CONT616131
SHIP0000404,ORD00000443,Singapore,Road Transport,2022-06-05,2022-06-15,10,Yes,108844.48,CONT729739
SHIP0000405,ORD00000444,Singapore,Road Transport,2023-01-15,2023-01-27,12,Yes,119673.22,CONT736693
SHIP0000406,ORD00000445,Singapore,Sea Freight,2023-11-16,2023-11-27,11,Yes,286980.23,CONT453412
SHIP0000407,ORD00000446,Singapore,Road Transport,2023-07-18,2023-07-23,5,Yes,56651.8,CONT829673
SHIP0000408,ORD00000447,Singapore,Road Transport,2022-04-30,2022-05-06,6,Yes,171347.28,CONT329077
SHIP0000409,ORD00000448,Singapore,Air Cargo,2022-06-15,2022-06-26,11,Pending,182191.78,CONT496427
SHIP0000410,ORD00000449,Singapore,Air Cargo,2023-06-08,2023-06-18,10,Yes,218931.2,CONT549204
SHIP0000411,ORD00000450,Singapore,Air Cargo,2022-06-10,2022-06-19,9,Yes,98496.45,CONT643827
SHIP0000412,ORD00000451,Singapore,Air Cargo,2022-04-28,2022-05-07,9,Yes,192853.19,CONT250815
SHIP0000413,ORD00000452,Singapore,Air Cargo,2022-12-05,2022-12-14,9,Yes,77366.33,CONT804821
SHIP0000414,ORD00000453,Singapore,Sea Freight,2023-07-03,2023-07-10,7,Yes,116752.06,CONT447445
SHIP0000415,ORD00000454,Singapore,Air Cargo,2023-10-07,2023-10-18,11,No,53776.99,CONT763202
SHIP0000416,ORD00000455,Singapore,Road Transport,2024-09-07,2024-09-17,10,Yes,163352.63,CONT748952
SHIP0000417,ORD00000456,Singapore,Road Transport,2024-12-02,2024-12-10,8,Yes,93777.59,CONT455938
SHIP0000418,ORD00000457,Singapore,Air Cargo,2024-03-07,2024-03-19,12,Yes,74188.41,CONT927074
SHIP0000419,ORD00000458,Singapore,Sea Freight,2023-03-30,2023-04-08,9,Pending,136077.28,CONT307869
SHIP0000420,ORD00000459,Singapore,Air Cargo,2024-01-07,2024-01-16,9,Yes,69804.42,CONT175308
SHIP0000421,ORD00000460,Singapore,Sea Freight,2024-02-04,2024-02-15,11,Yes,216103.31,CONT747446
SHIP0000422,ORD00000461,Singapore,Air Cargo,2023-03-28,2023-04-07,10,Yes,100217.01,CONT207565
SHIP0000423,ORD00000462,Singapore,Road Transport,2023-10-09,2023-10-17,8,No,227568.2,CONT492155
SHIP0000424,ORD00000463,Singapore,Air Cargo,2021-12-23,2021-12-31,8,Pending,259964.19,CONT471716
SHIP0000425,ORD00000464,Singapore,Road Transport,2024-06-05,2024-06-10,5,Yes,235324.65,CONT421881
SHIP0000426,ORD00000465,Singapore,Sea Freight,2022-07-07,2022-07-14,7,Yes,240712.77,CONT996897
SHIP0000427,ORD00000466,Singapore,Road Transport,2024-08-12,2024-08-22,10,Yes,210941.36,CONT673751
SHIP0000428,ORD00000467,Singapore,Air Cargo,2024-02-17,2024-02-29,12,Yes,144075.1,CONT921167
SHIP0000429,ORD00000468,UAE,Road Transport,2024-08-22,2024-08-26,4,Yes,137136.17,CONT553383
SHIP0000430,ORD00000469,UAE,Road Transport,2023-04-06,2023-04-11,5,Yes,192235.51,CONT153626
SHIP0000431,ORD00000470,UAE,Sea Freight,2024-05-03,2024-05-09,6,Yes,112012.14,CONT264860
SHIP0000432,ORD00000471,UAE,Air Cargo,2023-07-03,2023-07-09,6,Yes,136161.87,CONT109443
SHIP0000433,ORD00000472,UAE,Air Cargo,2022-07-30,2022-08-04,5,Yes,88824.96,CONT130683
SHIP0000434,ORD00000473,UAE,Sea Freight,2023-08-15,2023-08-19,4,Yes,245034.32,CONT238956
SHIP0000435,ORD00000474,UAE,Road Transport,2022-06-19,2022-06-24,5,Pending,233906.09,CONT551554
SHIP0000436,ORD00000475,UAE,Road Transport,2023-06-12,2023-06-19,7,Yes,175814.02,CONT874853
SHIP0000437,ORD00000476,UAE,Road Transport,2024-04-19,2024-04-25,6,Yes,142393.25,CONT968039
SHIP0000438,ORD00000477,UAE,Sea Freight,2024-07-25,2024-07-30,5,Pending,224168.53,CONT289891
SHIP0000439,ORD00000478,UAE,Sea Freight,2022-01-06,2022-01-09,3,Yes,71169.19,CONT801661
SHIP0000440,ORD00000479,UAE,Road Transport,2022-03-04,2022-03-12,8,Yes,61937.29,CONT350672
SHIP0000441,ORD00000480,UAE,Air Cargo,2023-01-10,2023-01-17,7,Yes,224941.8,CONT416582
SHIP0000442,ORD00000481,UAE,Sea Freight,2023-05-10,2023-05-17,7,Yes,187515.72,CONT222029
SHIP0000443,ORD00000482,UAE,Sea Freight,2023-11-18,2023-11-24,6,Yes,233309.37,CONT278169
SHIP0000444,ORD00000483,UAE,Road Transport,2024-02-23,2024-03-01,7,Yes,119893.83,CONT506842
SHIP0000445,ORD00000484,UAE,Air Cargo,2023-08-21,2023-08-24,3,Yes,77074.02,CONT590232
SHIP0000446,ORD00000485,UAE,Road Transport,2024-12-22,2024-12-25,3,Yes,157490.47,CONT269033
SHIP0000447,ORD00000486,UAE,Sea Freight,2022-12-23,2022-12-29,6,Yes,156673.04,CONT716440
SHIP0000448,ORD00000487,UAE,Air Cargo,2024-11-25,2024-12-02,7,Yes,239762.84,CONT371438
SHIP0000449,ORD00000488,UAE,Air Cargo,2022-04-03,2022-04-10,7,Yes,80533.9,CONT512522
SHIP0000450,ORD00000489,UAE,Road Transport,2022-12-11,2022-12-19,8,Yes,286518.88,CONT940362
SHIP0000451,ORD00000490,UAE,Sea Freight,2024-09-13,2024-09-16,3,Pending,63999.07,CONT329815
SHIP0000452,ORD00000491,UAE,Sea Freight,2022-07-29,2022-08-06,8,Yes,128234.09,CONT299968
SHIP0000453,ORD00000492,UAE,Air Cargo,2024-11-27,2024-11-30,3,Yes,225751.13,CONT825875
SHIP0000454,ORD00000493,UAE,Road Transport,2022-11-03,2022-11-06,3,Yes,229365.65,CONT947237
SHIP0000455,ORD00000494,UAE,Air Cargo,2023-03-28,2023-04-03,6,Yes,191764.28,CONT581432
SHIP0000456,ORD00000495,UAE,Sea Freight,2024-03-07,2024-03-11,4,Yes,67736.6,CONT139374
SHIP0000457,ORD00000496,UAE,Air Cargo,2023-03-22,2023-03-29,7,Yes,264090.12,CONT330620
SHIP0000458,ORD00000497,UAE,Air Cargo,2023-11-09,2023-11-16,7,Yes,208682.18,CONT435140
SHIP0000459,ORD00000498,Malaysia,Road Transport,2022-02-05,2022-02-14,9,Yes,239706.27,CONT418447
SHIP0000460,ORD00000499,Malaysia,Sea Freight,2023-05-09,2023-05-20,11,Pending,146557.54,CONT899759
SHIP0000461,ORD00000500,Malaysia,Road Transport,2022-01-07,2022-01-14,7,Yes,110843.03,CONT205541
SHIP0000462,ORD00000501,Malaysia,Road Transport,2022-08-26,2022-08-31,5,Yes,230023.59,CONT504438
SHIP0000463,ORD00000502,Malaysia,Sea Freight,2022-05-22,2022-05-29,7,Yes,253879.11,CONT335889
SHIP0000464,ORD00000503,Malaysia,Road Transport,2024-05-23,2024-06-02,10,Yes,253130.11,CONT780557
SHIP0000465,ORD00000504,Malaysia,Sea Freight,2023-09-07,2023-09-13,6,Yes,229294.1,CONT170249
SHIP0000466,ORD00000505,Malaysia,Air Cargo,2022-11-17,2022-11-25,8,Yes,84737.22,CONT897512
SHIP0000467,ORD00000506,Malaysia,Air Cargo,2024-03-24,2024-04-01,8,Pending,105447.39,CONT365108
SHIP0000468,ORD00000507,Malaysia,Sea Freight,2022-12-11,2022-12-20,9,Yes,175109.48,CONT715273
SHIP0000469,ORD00000508,Malaysia,Road Transport,2023-05-01,2023-05-09,8,Pending,176837.52,CONT497440
SHIP0000470,ORD00000509,Malaysia,Road Transport,2023-06-29,2023-07-09,10,Yes,172134.09,CONT509032
SHIP0000471,ORD00000510,Malaysia,Air Cargo,2022-10-18,2022-10-28,10,Yes,256509.65,CONT755215
SHIP0000472,ORD00000511,Malaysia,Sea Freight,2024-11-05,2024-11-17,12,Yes,81345.29,CONT858487
SHIP0000473,ORD00000512,Malaysia,Road Transport,2024-08-05,2024-08-15,10,Pending,248066.1,CONT723608
SHIP0000474,ORD00000513,Malaysia,Air Cargo,2024-12-23,2025-01-01,9,Yes,55583.24,CONT839969
SHIP0000475,ORD00000514,Malaysia,Air Cargo,2024-02-20,2024-02-28,8,Yes,130768.47,CONT183522
SHIP0000476,ORD00000515,Malaysia,Air Cargo,2023-09-07,2023-09-18,11,Yes,99125.0,CONT824530
SHIP0000477,ORD00000516,Malaysia,Air Cargo,2024-11-15,2024-11-26,11,Yes,181661.25,CONT321229
SHIP0000478,ORD00000517,Malaysia,Air Cargo,2023-09-05,2023-09-12,7,Yes,180973.41,CONT512378
SHIP0000479,ORD00000518,Malaysia,Road Transport,2023-12-19,2023-12-25,6,Yes,176636.03,CONT745502
