batch_id,farmer_id,procurement_date,quantity_mt,variety,quality_grade,price_per_mt,moisture_content,defect_percentage
PB202512105336,F0035,2022-02-28,19.02,FL-1867,Premium,19224.41,78.1,6.6
PB202512101496,F0035,2024-05-03,4.16,Kufri Chipsona,Grade A,26600.4,76.0,1.5
PB202512105949,F0035,2023-08-17,2.47,Kufri Chipsona,Grade A,22673.91,79.4,6.0
PB202512107653,F0035,2023-05-17,8.31,3797,Grade B,24138.15,75.3,2.0
PB202512103589,F0036,2022-05-30,4.63,Kufri Chipsona,Grade B,23472.15,71.1,2.5
PB202512104342,F0036,2024-05-01,6.79,3797,Grade A,25885.3,82.0,7.5
PB202512106231,F0036,2022-10-22,21.06,3797,Grade A,17948.74,77.6,6.5
PB202512107070,F0036,2024-03-27,7.96,FL-2027,Premium,17869.33,80.1,3.7
PB202512103007,F0036,2023-10-16,19.3,3797,Premium,19114.39,72.2,3.5
PB202512102586,F0036,2024-07-09,4.68,FL-2027,Premium,20209.57,70.3,6.8
PB202512107850,F0036,2023-08-18,4.18,FL-1867,Grade C,24144.63,73.6,7.6
PB202512106123,F0036,2022-11-24,11.48,FL-1867,Grade B,18007.6,80.5,6.9
PB202512109433,F0036,2022-11-23,9.65,Kufri Chipsona,Grade A,20618.5,75.5,4.4
PB202512109148,F0036,2024-10-18,8.34,FL-2027,Grade B,15564.21,78.7,4.5
PB202512109281,F0036,2022-07-04,5.49,Kufri Chipsona,Grade C,25836.07,79.2,2.1
PB202512101797,F0037,2023-03-17,20.26,FL-2027,Grade A,15947.48,79.0,5.6
PB202512108710,F0037,2023-07-31,9.65,3797,Grade A,20551.66,70.7,3.0
PB202512108060,F0037,2022-01-17,11.54,FL-1867,Grade B,16728.85,80.9,2.7
PB202512107606,F0037,2023-06-26,4.18,3797,Grade B,26075.19,75.4,6.4
PB202512104189,F0037,2022-04-03,2.52,3797,Grade A,23900.57,70.4,1.4
PB202512109261,F0037,2023-08-15,9.25,Kufri Chipsona,Premium,21113.96,76.4,3.9
PB202512102946,F0037,2023-07-27,4.78,FL-1867,Grade B,27198.67,70.3,5.6
PB202512106555,F0038,2024-03-17,29.08,3797,Grade A,18921.18,81.2,1.4
PB202512109341,F0038,2022-10-23,15.47,Kufri Chipsona,Premium,16821.1,78.8,7.9
PB202512101637,F0038,2024-10-21,11.41,FL-1867,Premium,19579.22,72.4,5.0
PB202512109508,F0038,2023-11-14,16.6,Kufri Chipsona,Grade B,21804.04,77.3,3.4
PB202512109446,F0038,2022-11-02,7.85,FL-1867,Grade A,16058.73,72.7,2.8
PB202512105902,F0039,2023-10-15,26.27,3797,Premium,18928.56,76.3,1.8
PB202512109721,F0039,2024-11-04,26.5,Kufri Chipsona,Grade B,20059.7,70.8,6.0
PB202512101272,F0039,2023-09-06,6.35,3797,Grade A,20653.8,75.5,4.4
PB202512107824,F0039,2023-11-10,9.14,3797,Grade B,21619.89,80.2,5.7
PB202512105350,F0039,2022-02-24,16.56,FL-1867,Grade A,17882.36,77.8,4.8
PB202512103793,F0039,2022-04-16,2.5,Kufri Chipsona,Grade A,24100.02,79.7,4.2
PB202512104968,F0039,2022-10-30,6.3,FL-2027,Grade B,20503.95,72.4,2.8
PB202512108225,F0039,2022-08-14,3.32,3797,Premium,22641.72,79.1,4.6
PB202512104340,F0039,2024-05-07,3.64,Kufri Chipsona,Premium,27022.64,80.6,7.1
PB202512102020,F0040,2024-08-23,3.91,FL-1867,Grade B,23609.91,81.8,6.4
PB202512106325,F0040,2024-11-28,5.68,Kufri Chipsona,Premium,15456.43,75.6,7.4
PB202512103837,F0040,2024-12-12,18.47,Kufri Chipsona,Grade A,18484.69,71.3,5.6
PB202512106804,F0040,2024-12-27,25.55,3797,Grade A,17662.94,79.3,7.8
PB202512105038,F0040,2024-09-18,3.63,3797,Premium,24186.64,73.4,6.5
PB202512105876,F0040,2023-09-04,6.62,3797,Premium,25076.66,79.6,3.8
PB202512109011,F0040,2023-03-01,27.88,3797,Grade B,18731.2,71.9,5.9
PB202512105480,F0040,2024-09-09,8.35,3797,Grade A,22534.09,80.3,7.3
PB202512109899,F0040,2022-09-07,4.22,Kufri Chipsona,Grade A,27868.17,71.7,2.4
PB202512103399,F0040,2024-03-19,9.61,3797,Grade B,21257.93,77.9,2.1
PB202512102294,F0040,2022-03-28,16.01,3797,Grade A,19307.09,71.0,7.2
PB202512108849,F0040,2024-06-24,8.43,FL-1867,Grade B,24041.65,81.6,3.9
PB202512105450,F0041,2023-07-10,9.87,FL-1867,Grade C,25343.36,77.6,2.2
PB202512104920,F0041,2022-08-12,9.06,FL-1867,Grade A,23419.92,71.9,1.1
PB202512109700,F0041,2022-04-14,6.48,FL-1867,Grade B,24219.2,78.6,7.2
PB202512107771,F0041,2023-04-22,2.64,3797,Premium,25851.97,72.2,7.0
PB202512103252,F0041,2024-08-25,8.55,FL-2027,Premium,24326.35,78.5,3.2
PB202512108793,F0041,2022-11-20,16.78,Kufri Chipsona,Grade A,20751.46,75.5,3.5
PB202512105706,F0041,2023-02-13,17.36,3797,Grade B,20797.74,74.0,2.2
PB202512102465,F0042,2022-05-02,7.7,FL-1867,Grade C,26607.83,71.2,2.7
PB202512101611,F0042,2024-12-31,8.55,FL-1867,Grade B,17435.59,75.4,6.2
PB202512103880,F0042,2024-05-05,7.21,FL-2027,Grade B,24967.43,74.2,6.9
PB202512104052,F0042,2024-03-24,16.78,3797,Grade B,21853.73,77.6,1.9
PB202512102758,F0042,2022-03-18,21.9,3797,Premium,17275.73,78.2,1.5
PB202512109901,F0042,2023-08-06,3.4,Kufri Chipsona,Grade A,26845.9,72.7,6.9
PB202512108668,F0042,2022-10-02,11.98,3797,Grade B,19500.17,78.3,4.6
PB202512106417,F0042,2023-01-30,12.63,FL-1867,Grade B,16488.51,70.4,3.1
PB202512101230,F0043,2023-06-11,7.23,3797,Grade B,27506.44,80.5,6.4
PB202512104164,F0043,2023-08-28,8.31,FL-1867,Grade A,25319.88,73.1,7.4
PB202512109442,F0043,2024-04-10,7.37,3797,Grade B,24483.53,71.3,4.1
PB202512102562,F0043,2022-06-27,5.68,FL-1867,Grade A,26916.51,76.6,3.7
PB202512105064,F0043,2022-10-15,29.42,FL-2027,Grade A,15775.04,75.1,1.3
PB202512108319,F0043,2023-06-19,7.92,3797,Grade A,27344.61,73.4,7.0
PB202512101187,F0043,2023-11-07,12.31,3797,Grade A,21375.39,79.0,6.6
PB202512102017,F0043,2024-01-07,5.45,FL-2027,Grade B,21739.67,78.7,3.1
PB202512107642,F0043,2024-08-11,8.64,3797,Grade A,22252.17,80.5,1.8
PB202512105833,F0043,2022-08-29,7.63,3797,Grade A,24325.59,71.2,2.7
PB202512103188,F0043,2023-03-29,5.31,Kufri Chipsona,Premium,18281.38,73.6,5.2
PB202512107121,F0044,2024-07-20,4.38,Kufri Chipsona,Grade B,22399.35,78.9,1.3
PB202512104578,F0044,2024-08-22,9.22,FL-1867,Grade B,26818.11,78.0,5.2
PB202512109653,F0044,2022-06-17,9.14,3797,Grade A,21482.64,70.9,2.7
PB202512102838,F0044,2022-06-09,8.36,FL-2027,Grade C,20277.36,77.0,8.0
PB202512109792,F0044,2024-11-01,26.39,FL-1867,Premium,18650.12,70.8,6.8
PB202512109525,F0044,2022-12-03,19.97,Kufri Chipsona,Grade A,15804.53,71.1,7.4
PB202512109008,F0045,2023-02-25,21.73,FL-2027,Grade B,20805.01,80.5,5.0
PB202512101911,F0045,2024-11-11,17.94,Kufri Chipsona,Grade A,18012.99,73.8,4.0
PB202512108484,F0045,2022-09-28,8.19,FL-2027,Grade A,24815.39,80.7,4.1
PB202512106049,F0045,2024-08-04,6.86,FL-2027,Grade B,25050.46,77.1,5.9
PB202512101049,F0045,2024-03-21,10.94,FL-1867,Grade A,18586.55,71.3,3.7
PB202512102044,F0046,2022-04-03,5.9,FL-2027,Grade A,25217.79,81.4,5.2
PB202512108734,F0046,2022-05-22,7.95,FL-2027,Grade C,24050.13,77.6,1.5
PB202512103218,F0046,2023-08-11,4.04,Kufri Chipsona,Grade A,22894.82,75.7,1.3
PB202512107266,F0046,2024-02-06,8.5,Kufri Chipsona,Grade C,16937.7,81.7,3.3
PB202512109835,F0046,2024-02-13,17.05,FL-1867,Grade A,16372.68,77.3,3.0
PB202512109802,F0047,2022-08-31,3.66,Kufri Chipsona,Premium,24132.58,70.1,1.1
PB202512104648,F0047,2024-12-19,10.48,FL-2027,Premium,15257.05,71.3,3.4
PB202512108585,F0047,2022-02-16,25.06,Kufri Chipsona,Grade C,19004.34,76.2,3.1
PB202512104762,F0047,2024-12-25,28.29,FL-1867,Grade A,17779.11,71.0,5.3
PB202512105516,F0047,2024-08-01,2.91,FL-1867,Grade A,22761.79,76.1,7.1
PB202512107868,F0047,2022-08-20,5.95,FL-2027,Premium,25618.07,81.9,1.9
PB202512102653,F0047,2023-05-08,4.2,FL-2027,Premium,23156.61,75.1,3.9
PB202512101797,F0047,2024-07-03,9.26,FL-1867,Grade A,25712.26,77.3,3.2
PB202512104839,F0047,2022-04-01,8.59,FL-1867,Grade A,27640.48,79.9,1.0
PB202512105739,F0048,2022-10-14,20.91,FL-1867,Grade A,15357.95,73.1,1.4
PB202512106253,F0048,2023-10-16,20.09,FL-1867,Grade A,19806.13,71.4,3.7
PB202512109540,F0048,2023-09-11,5.65,FL-1867,Grade B,22952.42,71.5,3.9
PB202512101998,F0048,2024-04-26,8.01,FL-1867,Grade A,20568.06,71.0,3.5
PB202512106642,F0049,2024-10-12,28.54,Kufri Chipsona,Premium,19680.01,78.1,3.5
PB202512107821,F0049,2024-12-10,19.84,Kufri Chipsona,Grade A,15070.92,77.6,7.4
PB202512104012,F0049,2022-11-02,20.31,Kufri Chipsona,Grade A,21115.89,78.7,1.8
PB202512105927,F0049,2023-05-09,9.22,FL-1867,Grade B,20531.55,76.4,2.0
PB202512107761,F0049,2024-08-06,2.09,Kufri Chipsona,Grade C,23376.27,73.5,4.4
PB202512104978,F0049,2024-12-21,19.43,3797,Premium,15306.17,71.5,4.9
PB202512102295,F0049,2023-02-21,13.58,Kufri Chipsona,Grade A,20104.21,77.8,6.9
PB202512104120,F0049,2024-01-30,22.31,FL-2027,Premium,18009.52,78.1,2.9
PB202512101647,F0049,2023-07-04,4.45,FL-2027,Grade A,26311.88,75.4,6.6
PB202512104555,F0049,2023-01-21,25.56,Kufri Chipsona,Grade B,21002.94,81.0,4.0
PB202512101251,F0050,2023-11-13,12.97,FL-1867,Grade A,19075.39,74.5,5.2
PB202512102922,F0050,2023-01-25,22.64,Kufri Chipsona,Grade C,19818.84,74.5,2.2
PB202512104350,F0050,2023-05-12,5.44,Kufri Chipsona,Grade B,21140.75,80.7,3.4
PB202512105637,F0050,2023-05-06,3.24,Kufri Chipsona,Grade A,20203.58,77.7,5.5
PB202512106886,F0050,2024-08-12,4.72,3797,Grade A,20573.7,74.9,3.2
PB202512109147,F0050,2023-06-20,7.42,Kufri Chipsona,Grade A,24846.23,74.4,2.5
PB202512108692,F0050,2022-07-21,9.9,3797,Grade B,23632.01,78.3,2.0
PB202512101749,F0051,2024-01-30,17.14,FL-1867,Grade A,15192.76,76.1,7.7
PB202512107841,F0051,2022-10-26,14.61,3797,Premium,15272.97,70.4,3.7
PB202512104768,F0051,2022-11-09,9.0,Kufri Chipsona,Premium,15163.46,79.1,4.2
PB202512106530,F0051,2023-05-19,4.31,3797,Grade A,27200.67,71.4,7.7
PB202512109037,F0051,2024-09-27,4.51,Kufri Chipsona,Grade C,27107.23,77.2,6.8
PB202512106770,F0051,2022-12-11,29.6,FL-1867,Grade B,17018.84,81.5,3.7
PB202512109000,F0051,2022-10-14,14.64,FL-1867,Grade B,17382.71,76.5,2.1
PB202512102217,F0052,2022-05-01,6.43,FL-2027,Grade A,24333.64,79.1,6.8
PB202512104791,F0052,2022-01-14,16.01,FL-2027,Grade A,17116.33,73.1,2.4
PB202512109285,F0052,2022-11-06,6.44,Kufri Chipsona,Premium,17397.14,73.2,7.8
PB202512108916,F0052,2024-02-04,18.94,Kufri Chipsona,Premium,17430.94,77.0,2.0
PB202512107739,F0052,2022-02-02,16.1,FL-2027,Premium,19383.64,75.9,3.8
PB202512105501,F0052,2022-02-04,29.85,3797,Grade A,21162.2,77.5,5.0
PB202512108054,F0052,2022-02-05,20.52,FL-1867,Grade A,16409.18,74.7,1.3
PB202512109591,F0052,2022-08-08,5.8,FL-1867,Grade C,24344.2,72.7,7.7
PB202512109625,F0052,2023-05-09,9.28,3797,Premium,25777.15,76.4,7.1
PB202512107502,F0052,2023-12-27,8.27,FL-2027,Grade A,20533.57,71.5,6.6
PB202512108520,F0052,2024-02-04,11.89,FL-1867,Grade C,21139.63,81.3,2.0
PB202512102320,F0052,2023-04-08,5.7,FL-2027,Grade A,27847.9,75.8,7.0
PB202512108798,F0053,2024-04-10,6.71,FL-2027,Grade A,23002.64,73.4,2.4
PB202512102354,F0053,2022-01-20,24.04,Kufri Chipsona,Grade B,17705.78,76.1,4.4
PB202512106427,F0053,2024-06-07,6.62,FL-2027,Grade A,26924.62,81.8,3.9
PB202512104764,F0053,2024-12-17,25.69,FL-1867,Grade C,20351.69,76.9,7.7
PB202512102218,F0053,2024-08-31,3.6,3797,Grade A,20874.11,80.2,4.1
PB202512106152,F0054,2022-03-09,26.17,FL-2027,Premium,21251.63,70.7,7.2
PB202512107525,F0054,2023-03-01,16.21,FL-2027,Grade A,18573.03,77.5,7.5
PB202512104939,F0054,2023-09-05,2.15,Kufri Chipsona,Premium,23814.75,78.3,6.1
PB202512103292,F0054,2023-11-11,22.31,FL-2027,Grade A,15941.05,73.6,3.5
PB202512106666,F0054,2024-10-22,25.11,FL-2027,Grade B,16951.32,72.5,7.7
PB202512102245,F0054,2022-07-20,2.07,3797,Grade A,27982.57,78.1,6.8
PB202512106347,F0054,2024-03-23,12.37,FL-2027,Grade C,15100.21,78.9,6.8
PB202512108381,F0054,2023-07-14,7.92,Kufri Chipsona,Grade B,21142.8,79.0,6.4
PB202512107150,F0054,2023-04-13,7.27,Kufri Chipsona,Grade A,26128.93,80.2,5.3
PB202512107227,F0054,2023-01-16,7.22,FL-2027,Grade B,18413.39,70.9,3.9
PB202512102204,F0054,2023-08-28,5.26,FL-2027,Grade B,20528.08,74.2,1.8
PB202512103527,F0054,2023-07-03,8.47,Kufri Chipsona,Premium,27581.5,70.9,7.7
PB202512101085,F0055,2024-01-09,18.06,3797,Premium,17096.96,70.9,4.5
PB202512105419,F0055,2024-06-29,8.36,FL-2027,Grade A,25656.69,70.6,1.5
PB202512108061,F0055,2022-09-29,5.22,Kufri Chipsona,Premium,22362.32,72.8,3.0
PB202512101430,F0055,2024-11-15,25.09,FL-2027,Grade A,21504.6,74.9,7.3
PB202512106315,F0055,2023-12-26,13.04,Kufri Chipsona,Grade A,18335.06,72.7,5.5
PB202512107353,F0055,2022-01-26,29.47,FL-2027,Grade A,19224.45,74.3,5.5
PB202512103778,F0055,2023-05-13,2.98,Kufri Chipsona,Grade A,27109.27,76.0,4.1
PB202512105933,F0055,2022-12-14,19.65,3797,Premium,19373.49,70.9,5.8
PB202512103739,F0055,2024-10-06,11.05,Kufri Chipsona,Premium,19997.67,79.9,6.6
PB202512102260,F0056,2024-05-12,6.42,3797,Grade A,24161.36,71.7,6.4
PB202512109123,F0056,2023-05-31,4.17,FL-1867,Grade C,23973.56,73.4,1.9
PB202512105991,F0056,2024-07-26,7.04,FL-2027,Premium,20434.66,79.0,3.2
PB202512107224,F0056,2024-03-21,5.0,3797,Grade A,18577.9,70.6,2.9
PB202512103230,F0056,2024-06-20,7.66,3797,Grade A,20501.52,80.1,1.0
PB202512104290,F0056,2023-10-19,11.17,Kufri Chipsona,Grade A,20186.33,73.8,1.7
PB202512107524,F0056,2023-10-06,14.01,3797,Premium,16892.75,80.1,3.2
PB202512109044,F0056,2023-08-20,8.31,FL-1867,Grade B,27134.98,75.2,7.4
PB202512107437,F0057,2024-02-10,14.43,3797,Grade A,21748.55,71.1,5.8
PB202512104273,F0057,2022-08-22,5.95,FL-1867,Grade C,23101.19,77.6,5.9
PB202512108563,F0057,2022-02-25,5.11,FL-1867,Grade C,16168.67,78.6,5.7
PB202512102133,F0057,2024-06-16,9.73,Kufri Chipsona,Grade B,26088.3,81.4,5.9
PB202512105961,F0057,2024-10-19,12.45,FL-1867,Premium,15737.55,79.4,5.5
PB202512107932,F0057,2023-06-02,2.39,Kufri Chipsona,Grade B,22880.4,81.5,4.5
PB202512108851,F0057,2022-06-01,5.46,Kufri Chipsona,Grade A,23661.6,72.5,3.6
PB202512107853,F0057,2024-12-30,14.25,FL-2027,Grade A,15366.49,79.2,3.9
PB202512109796,F0057,2024-01-07,25.55,FL-2027,Grade B,20952.44,72.5,5.6
PB202512106816,F0058,2023-05-24,5.78,FL-1867,Grade B,27041.25,72.6,5.7
PB202512107547,F0058,2022-04-01,6.86,3797,Grade A,22362.41,71.6,5.6
PB202512102615,F0058,2024-05-31,7.91,3797,Premium,22525.02,77.7,3.8
PB202512109499,F0058,2023-03-31,22.83,FL-1867,Grade A,16394.51,80.7,3.0
PB202512108586,F0058,2024-07-01,4.94,FL-1867,Grade A,20464.74,71.3,4.6
PB202512105840,F0059,2022-02-20,11.69,Kufri Chipsona,Grade A,20848.36,70.2,3.7
PB202512103321,F0059,2022-06-25,4.7,3797,Premium,20154.62,71.5,3.9
PB202512104389,F0059,2023-10-01,17.32,Kufri Chipsona,Grade A,17830.03,76.4,5.2
PB202512108178,F0059,2023-12-15,5.25,Kufri Chipsona,Grade A,18248.67,81.6,4.6
PB202512101732,F0059,2023-10-16,21.94,FL-2027,Premium,17183.05,79.3,6.4
PB202512102791,F0059,2022-02-16,18.03,FL-1867,Grade B,21832.1,71.5,1.1
PB202512103623,F0059,2023-05-15,8.16,3797,Grade A,26457.24,71.4,2.9
PB202512104798,F0059,2024-05-23,2.14,Kufri Chipsona,Grade C,22346.47,79.3,4.6
PB202512108080,F0059,2023-01-13,13.7,Kufri Chipsona,Premium,17602.18,70.0,3.1
PB202512108037,F0060,2023-02-09,21.16,Kufri Chipsona,Grade A,21819.36,80.2,1.2
PB202512104371,F0060,2022-01-10,27.46,3797,Grade B,20482.39,79.4,4.2
PB202512109796,F0060,2022-05-09,5.18,FL-1867,Grade A,22423.33,70.8,2.6
PB202512108496,F0060,2024-01-20,11.17,FL-2027,Grade A,18388.54,79.0,4.3
PB202512106134,F0061,2024-09-29,2.46,Kufri Chipsona,Grade A,27662.32,81.3,6.5
PB202512106700,F0061,2024-03-14,29.78,3797,Grade A,18811.38,81.6,1.5
PB202512105873,F0061,2024-07-26,4.93,FL-2027,Grade A,21803.05,72.3,2.0
PB202512104908,F0061,2022-10-02,20.56,3797,Grade A,20469.25,76.9,2.0
PB202512103316,F0061,2022-08-28,8.49,Kufri Chipsona,Premium,25087.64,74.7,5.7
PB202512107286,F0061,2024-05-06,4.08,Kufri Chipsona,Grade A,22761.54,81.0,3.0
PB202512109804,F0061,2023-01-16,16.75,FL-1867,Grade A,21230.99,78.5,1.4
PB202512103298,F0061,2022-12-08,8.68,FL-1867,Grade A,15054.89,77.6,4.1
PB202512106882,F0062,2024-07-12,3.07,FL-2027,Grade A,27663.47,76.4,2.7
PB202512107290,F0062,2024-09-19,6.0,Kufri Chipsona,Premium,25436.96,70.9,2.9
PB202512107809,F0062,2024-04-17,8.46,Kufri Chipsona,Grade B,23677.32,76.6,4.0
PB202512101505,F0062,2024-09-27,2.35,FL-1867,Premium,21326.0,75.3,2.5
PB202512104683,F0062,2023-08-22,2.4,3797,Premium,26749.2,81.8,6.6
PB202512109115,F0062,2022-12-11,26.34,FL-2027,Grade B,16693.84,81.5,2.4
PB202512109898,F0062,2022-08-22,9.61,3797,Grade A,27958.55,78.5,7.9
PB202512108231,F0062,2022-03-27,19.24,FL-1867,Grade B,16816.79,75.2,5.2
PB202512105055,F0062,2024-05-20,2.58,3797,Premium,24978.75,81.8,2.3
PB202512102425,F0063,2024-07-10,8.34,Kufri Chipsona,Grade A,27263.19,81.3,7.7
PB202512104882,F0063,2022-08-29,6.17,FL-1867,Grade B,27818.46,79.1,2.1
PB202512108015,F0063,2023-12-20,16.92,FL-1867,Grade B,20028.32,73.0,5.5
PB202512104390,F0063,2022-10-13,21.67,FL-2027,Grade B,16138.9,76.8,6.4
PB202512109827,F0064,2024-12-26,17.47,FL-1867,Grade A,15084.72,70.1,3.5
PB202512105794,F0064,2023-10-25,28.15,3797,Grade C,16600.74,77.6,2.6
PB202512109428,F0064,2023-07-02,4.57,FL-2027,Grade C,26784.34,78.7,1.7
PB202512107743,F0064,2022-10-05,15.72,FL-2027,Grade C,15204.19,75.8,5.6
PB202512103078,F0064,2023-07-22,2.95,FL-1867,Grade B,22311.08,74.8,7.4
PB202512106277,F0064,2023-05-27,9.95,FL-1867,Premium,20359.29,79.1,3.6
PB202512105402,F0064,2024-03-15,14.81,Kufri Chipsona,Grade A,20279.85,81.0,7.7
PB202512102525,F0064,2024-02-08,19.43,Kufri Chipsona,Grade A,17499.85,79.5,2.8
PB202512107046,F0064,2024-11-21,19.1,Kufri Chipsona,Grade B,17510.05,77.9,2.7
PB202512102526,F0065,2023-11-02,9.79,Kufri Chipsona,Grade A,21427.67,71.2,4.5
PB202512109756,F0065,2024-01-04,10.52,Kufri Chipsona,Grade B,15272.51,70.4,2.2
PB202512104470,F0065,2023-03-23,26.67,Kufri Chipsona,Grade C,16977.35,81.4,5.1
PB202512105646,F0065,2023-07-04,5.49,3797,Grade A,24640.71,76.2,6.3
PB202512108951,F0065,2022-09-25,4.26,3797,Grade A,22824.4,80.7,7.6
PB202512108529,F0065,2022-04-10,9.14,FL-2027,Premium,23355.58,79.4,4.3
PB202512103588,F0065,2022-09-12,5.98,Kufri Chipsona,Grade C,21637.44,77.1,2.3
PB202512108009,F0065,2024-07-23,4.65,FL-1867,Premium,26840.24,72.5,1.5
PB202512105945,F0065,2022-09-28,2.55,FL-1867,Grade B,27526.28,76.1,3.9
PB202512106905,F0065,2023-07-16,8.49,3797,Premium,26686.61,74.0,5.9
PB202512103711,F0065,2022-06-18,8.17,FL-2027,Grade A,25237.21,71.8,7.1
PB202512104836,F0066,2023-09-18,6.31,Kufri Chipsona,Grade B,22259.78,75.1,1.3
PB202512101017,F0066,2022-07-06,3.02,FL-1867,Grade B,26124.37,70.0,3.9
PB202512104705,F0066,2024-09-03,6.18,Kufri Chipsona,Premium,20437.08,81.7,2.6
PB202512106629,F0066,2022-01-20,12.6,FL-2027,Premium,17127.6,72.8,1.0
PB202512108826,F0066,2024-05-14,7.83,FL-2027,Grade B,27734.76,72.7,5.6
PB202512102678,F0066,2023-04-14,7.94,FL-2027,Grade A,26787.4,75.1,3.1
PB202512105902,F0066,2023-10-04,13.13,FL-1867,Grade A,19988.35,79.8,2.3
PB202512103181,F0066,2024-02-23,14.27,FL-1867,Grade B,21313.58,79.7,7.9
PB202512101138,F0066,2022-05-21,8.03,FL-1867,Grade A,23145.56,77.1,5.6
PB202512104490,F0066,2024-06-20,2.63,FL-1867,Grade A,24355.98,78.5,2.2
PB202512102420,F0067,2024-06-25,8.25,FL-2027,Grade B,24670.18,81.4,1.3
PB202512107291,F0067,2022-10-14,11.63,3797,Grade B,19210.88,73.6,6.0
PB202512103290,F0067,2024-05-29,8.07,FL-1867,Grade A,20820.13,76.2,4.6
PB202512105065,F0067,2023-07-22,4.95,3797,Grade A,27463.4,79.9,5.9
PB202512105942,F0067,2022-02-24,22.86,FL-1867,Grade B,18232.01,81.1,5.9
PB202512104090,F0067,2024-11-26,23.22,Kufri Chipsona,Grade A,21031.84,73.3,6.6
PB202512104921,F0067,2023-08-29,3.56,Kufri Chipsona,Grade A,22762.74,74.0,7.8
PB202512109185,F0067,2024-03-01,26.41,FL-2027,Premium,19908.19,78.7,4.9
PB202512101197,F0067,2024-12-17,28.68,3797,Grade B,18473.81,74.6,2.1
PB202512107895,F0067,2023-10-11,24.66,3797,Premium,20141.11,74.6,1.2
PB202512102195,F0068,2022-12-20,25.97,FL-2027,Grade B,15079.93,78.4,7.8
PB202512104534,F0068,2022-05-19,5.5,FL-2027,Premium,21879.79,78.5,6.7
PB202512107520,F0068,2022-05-04,6.37,3797,Grade C,27736.28,70.6,4.5
PB202512107939,F0068,2024-10-23,22.96,Kufri Chipsona,Grade B,21038.48,72.2,6.6
PB202512109808,F0068,2022-06-18,6.42,FL-1867,Grade A,23172.43,71.6,7.1
PB202512102294,F0068,2023-07-23,3.26,FL-1867,Premium,22478.3,73.5,7.1
PB202512107401,F0068,2022-11-15,21.82,FL-2027,Grade A,20576.77,73.0,5.4
PB202512104909,F0068,2023-09-28,6.57,FL-2027,Grade B,26662.64,80.9,1.1
PB202512108118,F0068,2023-05-16,7.39,FL-2027,Premium,20414.69,76.6,3.0
PB202512101901,F0068,2024-07-17,4.45,3797,Grade A,22823.67,77.5,3.3
PB202512103248,F0068,2022-12-26,23.32,FL-2027,Premium,17831.69,70.8,6.5
PB202512106680,F0068,2022-12-02,12.14,3797,Grade A,18029.37,78.2,3.3
PB202512105403,F0069,2024-02-01,6.41,FL-2027,Premium,17617.45,81.3,5.5
PB202512108034,F0069,2022-03-02,21.79,3797,Grade A,19425.98,72.4,3.9
PB202512102262,F0069,2024-12-08,23.77,Kufri Chipsona,Premium,15709.61,73.3,2.9
PB202512101908,F0069,2024-07-21,5.46,Kufri Chipsona,Grade A,27842.95,70.8,4.6
PB202512105179,F0069,2022-12-08,9.48,FL-2027,Grade A,21794.74,71.4,3.8
PB202512109336,F0069,2022-08-25,7.9,FL-2027,Premium,25636.44,75.1,3.4
PB202512108729,F0070,2022-01-26,14.94,3797,Premium,16849.93,72.5,4.4
PB202512103932,F0070,2024-02-24,11.71,FL-2027,Grade C,17012.23,77.9,7.8
PB202512105067,F0070,2024-05-08,6.83,Kufri Chipsona,Premium,20615.84,70.9,7.7
PB202512102276,F0070,2023-10-18,12.43,3797,Grade A,15644.47,77.2,5.4
PB202512101862,F0071,2024-10-25,21.21,FL-1867,Grade B,16871.81,70.2,7.8
PB202512101752,F0071,2023-04-03,4.01,Kufri Chipsona,Grade B,25408.21,78.5,5.3
PB202512105625,F0071,2022-05-22,4.5,3797,Grade B,22168.77,77.2,7.1
PB202512108483,F0071,2023-11-02,28.67,FL-2027,Premium,15741.34,71.9,7.6
PB202512105979,F0071,2024-01-26,23.41,FL-1867,Premium,21180.96,72.4,5.1
PB202512109083,F0072,2024-01-25,22.53,FL-1867,Grade A,19760.78,74.9,1.1
PB202512107718,F0072,2023-05-18,6.66,FL-2027,Premium,22024.81,75.4,7.7
PB202512101157,F0072,2023-04-23,5.19,3797,Grade A,26718.41,72.3,5.7
PB202512107164,F0072,2022-01-03,29.43,3797,Grade B,15713.25,70.1,4.0
PB202512104902,F0072,2022-08-01,2.74,Kufri Chipsona,Premium,25987.07,81.0,4.0
PB202512103332,F0072,2024-10-04,11.47,3797,Grade C,18040.82,78.7,1.1
PB202512104792,F0072,2022-07-10,6.72,Kufri Chipsona,Premium,24906.33,77.7,2.7
PB202512102391,F0072,2024-02-02,22.85,FL-2027,Grade A,15639.74,72.4,7.1
PB202512107461,F0072,2024-11-01,23.47,FL-2027,Premium,15096.22,73.0,2.5
PB202512103141,F0072,2022-05-08,4.17,FL-1867,Grade A,21980.48,70.8,4.2
PB202512106161,F0072,2023-08-21,7.86,Kufri Chipsona,Grade A,24853.85,78.1,1.6
PB202512104827,F0073,2023-10-14,28.79,FL-2027,Grade A,20869.44,79.7,6.8
PB202512102785,F0073,2023-02-20,28.32,FL-1867,Premium,18809.78,72.4,5.3
PB202512108635,F0073,2022-08-05,7.94,3797,Premium,25903.34,76.3,1.5
