wastage_id,batch_id,wastage_date,wastage_type,quantity_kg,recovery_possible,cost_impact_inr
WS009590,PR20240419841,2024-04-19,Spillage,162.32,No,15940.12
WS009594,PR20240419885,2024-04-19,Spillage,86.19,Yes,7464.12
WS009601,PR20240420948,2024-04-20,Expired Stock,178.76,No,18838.36
WS009602,PR20240420907,2024-04-20,Processing Waste,206.22,Yes,21534.76
WS009605,PR20240420104,2024-04-20,Processing Waste,74.9,No,6967.07
WS009620,PR20240421716,2024-04-21,Quality Rejection,196.09,No,27889.57
WS009624,PR20240422806,2024-04-22,Processing Waste,179.77,No,17970.65
WS009629,PR20240422934,2024-04-22,Processing Waste,387.48,Yes,54070.33
WS009632,PR20240422428,2024-04-22,Quality Rejection,261.33,Yes,34727.63
WS009635,PR20240422484,2024-04-22,Processing Waste,324.61,No,29654.74
WS009636,PR20240422249,2024-04-22,Spillage,114.84,Yes,14332.22
WS009655,PR20240424150,2024-04-24,Processing Waste,107.4,No,10821.87
WS009657,PR20240424510,2024-04-24,Spillage,261.32,No,36377.83
WS009671,PR20240425988,2024-04-25,Processing Waste,275.31,Yes,36944.82
WS009675,PR20240425580,2024-04-25,Quality Rejection,188.07,No,19328.53
WS009681,PR20240426269,2024-04-26,Spillage,118.71,No,16563.52
WS009691,PR20240427128,2024-04-27,Expired Stock,155.64,Yes,17665.54
WS009696,PR20240428568,2024-04-28,Spillage,63.99,Yes,9273.58
WS009697,PR20240428597,2024-04-28,Processing Waste,72.57,Yes,6399.44
WS009714,PR20240429152,2024-04-29,Spillage,457.59,No,43191.42
WS009715,PR20240429144,2024-04-29,Expired Stock,139.18,Yes,12773.03
WS009721,PR20240430895,2024-04-30,Spillage,152.26,No,14553.59
WS009732,PR20240501282,2024-05-01,Spillage,302.58,Yes,42204.29
WS009738,PR20240501953,2024-05-01,Spillage,225.44,No,31074.52
WS009744,PR20240502193,2024-05-02,Spillage,282.19,Yes,38993.67
WS009751,PR20240503745,2024-05-03,Spillage,247.4,Yes,27972.37
WS009752,PR20240503845,2024-05-03,Quality Rejection,398.88,No,32955.43
WS009756,PR20240503418,2024-05-03,Spillage,161.55,No,14282.09
WS009774,PR20240505648,2024-05-05,Spillage,178.21,Yes,24358.62
WS009789,PR20240507831,2024-05-07,Processing Waste,358.4,Yes,44273.14
WS009792,PR20240507942,2024-05-07,Expired Stock,196.87,Yes,24953.55
WS009797,PR20240508524,2024-05-08,Processing Waste,54.66,Yes,8064.3
WS009806,PR20240508429,2024-05-08,Spillage,213.95,Yes,29497.79
WS009809,PR20240509673,2024-05-09,Spillage,288.33,No,26533.69
WS009821,PR20240510289,2024-05-10,Spillage,111.59,Yes,15756.58
WS009824,PR20240510153,2024-05-10,Spillage,239.3,No,21728.17
WS009828,PR20240510545,2024-05-10,Expired Stock,244.6,No,33444.86
WS009837,PR20240511155,2024-05-11,Expired Stock,171.84,No,25136.35
WS009838,PR20240511614,2024-05-11,Expired Stock,366.79,No,40714.28
WS009839,PR20240511693,2024-05-11,Processing Waste,37.27,Yes,5467.3
WS009845,PR20240512205,2024-05-12,Quality Rejection,89.9,No,9055.91
WS009857,PR20240512574,2024-05-12,Spillage,212.34,No,17066.66
WS009858,PR20240512431,2024-05-12,Quality Rejection,402.64,Yes,36689.97
WS009863,PR20240513335,2024-05-13,Processing Waste,52.33,No,6536.89
WS009869,PR20240514852,2024-05-14,Processing Waste,251.8,Yes,33086.68
WS009876,PR20240514422,2024-05-14,Quality Rejection,155.59,Yes,17261.01
WS009878,PR20240514110,2024-05-14,Processing Waste,304.85,Yes,29085.31
WS009884,PR20240515420,2024-05-15,Processing Waste,158.85,No,22280.23
WS009888,PR20240515368,2024-05-15,Quality Rejection,413.42,Yes,36630.77
WS009892,PR20240515267,2024-05-15,Quality Rejection,235.31,No,33043.64
WS009896,PR20240516982,2024-05-16,Spillage,390.05,No,52804.97
WS009899,PR20240516126,2024-05-16,Spillage,364.06,No,51274.32
WS009909,PR20240517713,2024-05-17,Expired Stock,231.48,No,29851.41
WS009916,PR20240517242,2024-05-17,Spillage,301.55,Yes,31596.01
WS009920,PR20240517309,2024-05-17,Spillage,159.73,No,15092.33
WS009925,PR20240518360,2024-05-18,Quality Rejection,160.64,Yes,21974.54
WS009926,PR20240518654,2024-05-18,Spillage,340.49,No,37104.13
WS009929,PR20240518716,2024-05-18,Quality Rejection,119.42,Yes,17728.43
WS009938,PR20240519773,2024-05-19,Expired Stock,554.69,Yes,64083.54
WS009944,PR20240519599,2024-05-19,Quality Rejection,304.21,Yes,37416.68
WS009950,PR20240520900,2024-05-20,Quality Rejection,307.25,Yes,43373.33
WS009954,PR20240520386,2024-05-20,Processing Waste,121.5,Yes,15062.74
WS009959,PR20240520165,2024-05-20,Processing Waste,154.99,Yes,19145.08
WS009962,PR20240521528,2024-05-21,Quality Rejection,110.21,No,15050.01
WS009967,PR20240521869,2024-05-21,Expired Stock,265.26,No,37300.78
WS009973,PR20240522207,2024-05-22,Expired Stock,508.35,Yes,73901.34
WS009976,PR20240522741,2024-05-22,Expired Stock,110.65,No,11770.66
WS009978,PR20240522333,2024-05-22,Expired Stock,100.87,Yes,13640.29
WS009980,PR20240522634,2024-05-22,Spillage,35.8,Yes,5183.17
WS009981,PR20240522964,2024-05-22,Expired Stock,314.94,Yes,39108.44
WS009985,PR20240523692,2024-05-23,Expired Stock,670.44,Yes,95059.03
WS009986,PR20240523502,2024-05-23,Spillage,236.55,Yes,26946.79
WS009992,PR20240523334,2024-05-23,Spillage,428.38,Yes,56567.11
WS009997,PR20240524262,2024-05-24,Processing Waste,214.64,Yes,17331.86
WS010001,PR20240524262,2024-05-24,Processing Waste,217.68,Yes,20792.24
WS010012,PR20240525656,2024-05-25,Spillage,131.76,No,11427.93
WS010021,PR20240526843,2024-05-26,Spillage,306.84,Yes,31877.84
WS010022,PR20240526554,2024-05-26,Spillage,493.1,Yes,71601.43
WS010023,PR20240526397,2024-05-26,Quality Rejection,119.36,Yes,13340.15
WS010024,PR20240526935,2024-05-26,Quality Rejection,44.01,Yes,4429.12
WS010028,PR20240527539,2024-05-27,Spillage,297.48,No,27550.56
WS010032,PR20240527714,2024-05-27,Expired Stock,122.14,Yes,12446.27
WS010043,PR20240528653,2024-05-28,Quality Rejection,501.97,No,53359.33
WS010051,PR20240529830,2024-05-29,Processing Waste,100.36,No,11351.4
WS010061,PR20240529268,2024-05-29,Processing Waste,306.96,Yes,32507.68
WS010063,PR20240530835,2024-05-30,Processing Waste,219.92,No,31158.69
WS010071,PR20240531656,2024-05-31,Expired Stock,143.07,Yes,13977.78
WS010079,PR20240601781,2024-06-01,Expired Stock,306.91,Yes,34079.67
WS010091,PR20240602134,2024-06-02,Processing Waste,154.98,Yes,23230.71
WS010096,PR20240603584,2024-06-03,Expired Stock,40.83,No,5293.46
WS010102,PR20240603586,2024-06-03,Spillage,391.61,No,41027.78
WS010114,PR20240604927,2024-06-04,Expired Stock,119.6,No,13222.86
WS010120,PR20240604315,2024-06-04,Expired Stock,387.33,No,58091.46
WS010121,PR20240604332,2024-06-04,Spillage,131.71,Yes,16583.85
WS010123,PR20240605691,2024-06-05,Quality Rejection,428.53,Yes,52817.73
WS010134,PR20240605984,2024-06-05,Processing Waste,360.42,No,50917.17
WS010149,PR20240607205,2024-06-07,Expired Stock,114.12,Yes,16172.06
WS010156,PR20240607931,2024-06-07,Processing Waste,108.6,No,12611.56
WS010166,PR20240608138,2024-06-08,Spillage,127.05,Yes,17309.78
WS010169,PR20240608201,2024-06-08,Expired Stock,310.65,No,36573.69
WS010171,PR20240608247,2024-06-08,Quality Rejection,97.65,No,10341.9
WS010179,PR20240609872,2024-06-09,Processing Waste,173.59,No,19086.61
WS010188,PR20240610318,2024-06-10,Expired Stock,246.38,No,29673.27
WS010193,PR20240610337,2024-06-10,Expired Stock,271.14,Yes,34865.78
WS010200,PR20240611472,2024-06-11,Processing Waste,275.02,Yes,40263.55
WS010205,PR20240611633,2024-06-11,Processing Waste,133.48,No,16658.05
WS010212,PR20240612240,2024-06-12,Processing Waste,156.04,No,19834.39
WS010221,PR20240613169,2024-06-13,Spillage,207.55,Yes,27974.25
WS010234,PR20240614124,2024-06-14,Processing Waste,323.84,Yes,28686.89
WS010235,PR20240614833,2024-06-14,Quality Rejection,115.83,Yes,15057.7
WS010239,PR20240614722,2024-06-14,Quality Rejection,315.31,No,25945.24
WS010242,PR20240614619,2024-06-14,Quality Rejection,161.89,Yes,21906.96
WS010246,PR20240614527,2024-06-14,Quality Rejection,443.29,No,51615.61
WS010249,PR20240615185,2024-06-15,Quality Rejection,159.71,Yes,16368.43
WS010252,PR20240615562,2024-06-15,Expired Stock,203.81,Yes,24054.84
WS010255,PR20240615432,2024-06-15,Quality Rejection,61.07,Yes,6204.06
WS010257,PR20240615854,2024-06-15,Expired Stock,306.45,No,31504.5
WS010261,PR20240616458,2024-06-16,Expired Stock,306.23,Yes,43899.13
WS010264,PR20240616467,2024-06-16,Expired Stock,331.87,Yes,44140.1
WS010272,PR20240617666,2024-06-17,Expired Stock,123.9,Yes,12020.81
WS010274,PR20240617782,2024-06-17,Expired Stock,141.89,Yes,12945.88
WS010280,PR20240617360,2024-06-17,Quality Rejection,143.74,No,14074.92
WS010288,PR20240618445,2024-06-18,Quality Rejection,339.93,No,41768.17
WS010289,PR20240618973,2024-06-18,Expired Stock,214.14,Yes,20079.21
WS010292,PR20240618126,2024-06-18,Spillage,432.82,Yes,38590.73
WS010294,PR20240618297,2024-06-18,Expired Stock,199.39,Yes,21301.97
WS010301,PR20240619590,2024-06-19,Expired Stock,116.39,No,15244.79
WS010305,PR20240620679,2024-06-20,Processing Waste,306.58,Yes,32648.2
WS010310,PR20240620353,2024-06-20,Spillage,254.03,Yes,24080.59
WS010313,PR20240620615,2024-06-20,Quality Rejection,229.07,No,28191.52
WS010317,PR20240621849,2024-06-21,Processing Waste,274.46,No,23485.88
WS010320,PR20240621216,2024-06-21,Expired Stock,133.43,No,11364.19
WS010329,PR20240622257,2024-06-22,Processing Waste,441.56,Yes,52944.73
WS010342,PR20240623897,2024-06-23,Expired Stock,118.61,No,14941.19
WS010359,PR20240624329,2024-06-24,Quality Rejection,421.54,Yes,37164.1
WS010362,PR20240624982,2024-06-24,Quality Rejection,282.39,No,39392.85
WS010364,PR20240625509,2024-06-25,Spillage,404.12,Yes,40947.48
WS010367,PR20240625792,2024-06-25,Spillage,502.47,Yes,71405.37
WS010379,PR20240626242,2024-06-26,Processing Waste,243.42,Yes,31133.38
WS010383,PR20240626386,2024-06-26,Expired Stock,118.96,No,10005.46
WS010392,PR20240627884,2024-06-27,Processing Waste,142.5,No,16311.93
WS010436,PR20240701830,2024-07-01,Expired Stock,152.65,Yes,20549.72
WS010439,PR20240701592,2024-07-01,Expired Stock,231.42,No,26811.94
WS010440,PR20240701769,2024-07-01,Expired Stock,296.1,No,29304.04
WS010444,PR20240702447,2024-07-02,Spillage,323.61,No,27244.87
WS010446,PR20240702613,2024-07-02,Processing Waste,100.45,Yes,12326.76
WS010447,PR20240702866,2024-07-02,Quality Rejection,296.31,Yes,27201.66
WS010450,PR20240702549,2024-07-02,Quality Rejection,114.85,Yes,10546.94
WS010483,PR20240705859,2024-07-05,Spillage,420.65,No,36410.52
WS010487,PR20240706698,2024-07-06,Processing Waste,262.02,No,25341.33
WS010488,PR20240706686,2024-07-06,Processing Waste,324.24,Yes,37549.8
WS010499,PR20240707813,2024-07-07,Spillage,655.93,No,87961.27
WS010513,PR20240708675,2024-07-08,Expired Stock,321.32,Yes,38705.27
WS010516,PR20240708326,2024-07-08,Spillage,433.83,Yes,61888.17
WS010518,PR20240708936,2024-07-08,Spillage,88.49,No,12749.77
WS010519,PR20240708776,2024-07-08,Processing Waste,178.06,Yes,23032.26
WS010524,PR20240709113,2024-07-09,Expired Stock,368.4,Yes,32291.3
WS010530,PR20240709826,2024-07-09,Processing Waste,373.44,No,54096.2
WS010533,PR20240710758,2024-07-10,Quality Rejection,157.03,Yes,14269.79
WS010538,PR20240710356,2024-07-10,Spillage,262.44,Yes,27317.42
WS010559,PR20240712554,2024-07-12,Expired Stock,520.48,Yes,56454.33
WS010560,PR20240712304,2024-07-12,Quality Rejection,295.96,Yes,36873.97
WS010561,PR20240712593,2024-07-12,Quality Rejection,254.67,No,29919.85
WS010567,PR20240712201,2024-07-12,Quality Rejection,185.32,Yes,19685.42
WS010572,PR20240713772,2024-07-13,Quality Rejection,333.31,No,29925.6
WS010595,PR20240715501,2024-07-15,Spillage,215.02,No,17303.23
WS010602,PR20240716899,2024-07-16,Processing Waste,72.89,No,9003.54
WS010616,PR20240717553,2024-07-17,Spillage,102.61,Yes,10156.61
WS010643,PR20240719687,2024-07-19,Spillage,325.51,Yes,41804.75
WS010647,PR20240719796,2024-07-19,Expired Stock,56.11,Yes,8386.57
WS010648,PR20240720524,2024-07-20,Quality Rejection,517.26,No,46511.13
WS010653,PR20240720815,2024-07-20,Expired Stock,261.56,No,30993.83
WS010668,PR20240721613,2024-07-21,Quality Rejection,296.26,Yes,43776.43
WS010674,PR20240721805,2024-07-21,Expired Stock,310.24,No,31145.25
WS010678,PR20240722290,2024-07-22,Quality Rejection,521.55,No,62660.84
WS010692,PR20240723932,2024-07-23,Processing Waste,136.29,No,15292.1
WS010698,PR20240724827,2024-07-24,Processing Waste,202.11,No,29401.0
WS010707,PR20240724358,2024-07-24,Expired Stock,425.37,Yes,34963.81
WS010719,PR20240725386,2024-07-25,Spillage,96.67,No,8203.05
WS010724,PR20240726226,2024-07-26,Spillage,172.08,Yes,23577.3
WS010727,PR20240726892,2024-07-26,Processing Waste,201.33,No,23642.28
WS010746,PR20240727317,2024-07-27,Expired Stock,207.94,No,23320.57
WS010749,PR20240728374,2024-07-28,Quality Rejection,229.5,Yes,22762.02
WS010759,PR20240728652,2024-07-28,Expired Stock,293.91,Yes,24490.98
WS010779,PR20240730870,2024-07-30,Processing Waste,227.5,No,32759.63
WS010785,PR20240731557,2024-07-31,Expired Stock,503.88,No,60362.7
WS010786,PR20240731415,2024-07-31,Quality Rejection,502.6,Yes,74480.11
WS010793,PR20240801545,2024-08-01,Processing Waste,176.72,Yes,18643.83
WS010805,PR20240802261,2024-08-02,Expired Stock,286.66,No,35832.67
WS010813,PR20240802173,2024-08-02,Quality Rejection,292.35,Yes,30488.78
WS010820,PR20240803791,2024-08-03,Spillage,161.89,No,19585.32
WS010824,PR20240803159,2024-08-03,Expired Stock,117.49,Yes,9724.68
WS010832,PR20240804874,2024-08-04,Processing Waste,116.22,Yes,10585.63
WS010839,PR20240804248,2024-08-04,Spillage,66.32,No,8917.43
WS010850,PR20240805501,2024-08-05,Spillage,295.07,Yes,37422.76
WS010856,PR20240806116,2024-08-06,Expired Stock,136.14,Yes,13337.42
WS010861,PR20240806983,2024-08-06,Processing Waste,111.64,No,16726.26
WS010863,PR20240807324,2024-08-07,Spillage,51.69,Yes,4462.17
WS010866,PR20240807850,2024-08-07,Processing Waste,176.98,No,18269.96
WS010880,PR20240808347,2024-08-08,Processing Waste,435.01,Yes,60121.12
WS010884,PR20240808540,2024-08-08,Processing Waste,433.84,Yes,57032.23
WS010885,PR20240808931,2024-08-08,Quality Rejection,169.51,No,14315.6
WS010888,PR20240809414,2024-08-09,Spillage,50.59,Yes,6886.54
WS010893,PR20240809836,2024-08-09,Processing Waste,279.39,Yes,41536.61
WS010896,PR20240810412,2024-08-10,Quality Rejection,187.28,Yes,18250.14
WS010897,PR20240810586,2024-08-10,Expired Stock,107.01,Yes,11299.4
WS010908,PR20240811228,2024-08-11,Processing Waste,94.62,No,11731.71
WS010909,PR20240811320,2024-08-11,Spillage,116.24,Yes,15584.96
WS010912,PR20240811475,2024-08-11,Processing Waste,139.33,No,18328.17
WS010914,PR20240811464,2024-08-11,Expired Stock,335.47,No,42114.64
WS010916,PR20240812890,2024-08-12,Quality Rejection,469.43,No,40357.52
WS010919,PR20240812135,2024-08-12,Quality Rejection,211.89,No,20193.14
WS010926,PR20240812147,2024-08-12,Processing Waste,175.36,Yes,25777.32
WS010935,PR20240813455,2024-08-13,Spillage,148.39,Yes,12240.02
WS010936,PR20240813151,2024-08-13,Quality Rejection,122.54,Yes,11144.56
WS010941,PR20240814404,2024-08-14,Quality Rejection,352.52,No,35070.88
WS010950,PR20240815813,2024-08-15,Expired Stock,78.59,Yes,11199.99
WS010959,PR20240816366,2024-08-16,Processing Waste,127.22,No,12593.38
WS010964,PR20240816391,2024-08-16,Processing Waste,201.22,No,16428.7
WS010968,PR20240817791,2024-08-17,Expired Stock,86.37,Yes,11836.1
WS010972,PR20240817794,2024-08-17,Spillage,141.46,No,11546.8
WS010977,PR20240818715,2024-08-18,Processing Waste,241.16,Yes,20793.91
WS010982,PR20240818290,2024-08-18,Quality Rejection,218.3,Yes,17496.73
WS010986,PR20240818924,2024-08-18,Spillage,327.75,No,33516.67
WS010995,PR20240819280,2024-08-19,Expired Stock,387.87,No,44580.5
WS010996,PR20240819274,2024-08-19,Processing Waste,314.21,Yes,45720.67
WS010999,PR20240819523,2024-08-19,Expired Stock,209.03,No,30382.21
WS011004,PR20240820472,2024-08-20,Quality Rejection,54.52,No,8141.13
WS011006,PR20240820908,2024-08-20,Processing Waste,147.36,Yes,14643.2
WS011008,PR20240820825,2024-08-20,Spillage,316.3,No,42647.08
WS011016,PR20240821113,2024-08-21,Spillage,284.21,No,33763.15
WS011021,PR20240821335,2024-08-21,Processing Waste,156.9,Yes,14902.96
WS011023,PR20240821653,2024-08-21,Expired Stock,177.74,No,18769.88
WS011024,PR20240821561,2024-08-21,Expired Stock,218.74,Yes,30517.72
WS011035,PR20240822928,2024-08-22,Spillage,65.31,No,7934.69
WS011038,PR20240822834,2024-08-22,Expired Stock,346.56,Yes,50127.21
WS011039,PR20240822911,2024-08-22,Expired Stock,214.46,Yes,22142.25
WS011040,PR20240822637,2024-08-22,Expired Stock,469.94,Yes,48085.89
WS011046,PR20240823356,2024-08-23,Quality Rejection,106.08,Yes,12089.34
WS011047,PR20240823341,2024-08-23,Spillage,396.12,No,56899.73
WS011053,PR20240823694,2024-08-23,Spillage,104.77,No,13511.84
WS011062,PR20240824222,2024-08-24,Expired Stock,116.37,No,15914.5
WS011065,PR20240824448,2024-08-24,Quality Rejection,148.92,No,16097.66
WS011069,PR20240824860,2024-08-24,Processing Waste,202.44,Yes,16288.39
WS011077,PR20240825841,2024-08-25,Processing Waste,389.64,No,34831.09
WS011090,PR20240826929,2024-08-26,Expired Stock,162.84,No,22908.55
WS011092,PR20240826539,2024-08-26,Processing Waste,275.85,No,33030.26
WS011096,PR20240827132,2024-08-27,Expired Stock,191.39,No,22215.13
WS011102,PR20240827463,2024-08-27,Expired Stock,56.59,Yes,7408.24
WS011105,PR20240828773,2024-08-28,Quality Rejection,148.92,Yes,16908.98
WS011125,PR20240829204,2024-08-29,Expired Stock,68.34,Yes,8867.47
WS011126,PR20240829200,2024-08-29,Spillage,526.17,Yes,58886.6
WS011140,PR20240830159,2024-08-30,Quality Rejection,74.38,No,10871.03
WS011149,PR20240831540,2024-08-31,Expired Stock,224.17,No,19194.28
WS011151,PR20240831570,2024-08-31,Quality Rejection,183.09,No,16183.17
WS011155,PR20240831586,2024-08-31,Expired Stock,191.9,No,17444.68
WS011161,PR20240901426,2024-09-01,Expired Stock,483.23,No,45730.57
WS011168,PR20240901407,2024-09-01,Expired Stock,283.98,Yes,37227.37
WS011170,PR20240901899,2024-09-01,Quality Rejection,235.82,Yes,34654.37
WS011183,PR20240903346,2024-09-03,Processing Waste,561.32,No,67329.56
WS011189,PR20240904121,2024-09-04,Quality Rejection,544.45,No,58268.76
WS011192,PR20240904604,2024-09-04,Quality Rejection,169.0,No,14754.71
WS011195,PR20240904182,2024-09-04,Expired Stock,463.93,No,45902.44
WS011199,PR20240904844,2024-09-04,Quality Rejection,173.9,No,15107.76
WS011202,PR20240905893,2024-09-05,Expired Stock,448.85,Yes,43100.78
WS011205,PR20240905428,2024-09-05,Processing Waste,166.46,Yes,23872.76
WS011206,PR20240905330,2024-09-05,Quality Rejection,254.77,No,34539.51
WS011209,PR20240905304,2024-09-05,Expired Stock,225.34,Yes,30207.99
WS011224,PR20240907880,2024-09-07,Quality Rejection,208.88,Yes,30330.23
WS011229,PR20240907514,2024-09-07,Processing Waste,442.43,Yes,47353.59
WS011236,PR20240908125,2024-09-08,Quality Rejection,177.42,Yes,22705.0
WS011239,PR20240908236,2024-09-08,Spillage,227.4,No,33974.19
WS011241,PR20240908405,2024-09-08,Quality Rejection,492.58,No,68201.31
WS011268,PR20240910173,2024-09-10,Processing Waste,142.18,No,14865.66
WS011270,PR20240911470,2024-09-11,Processing Waste,596.72,No,67188.83
WS011285,PR20240912154,2024-09-12,Quality Rejection,108.07,No,10114.97
WS011286,PR20240912595,2024-09-12,Expired Stock,204.3,No,16376.24
WS011289,PR20240912493,2024-09-12,Expired Stock,415.64,Yes,50867.13
WS011290,PR20240912777,2024-09-12,Spillage,270.09,Yes,39891.62
WS011307,PR20240914474,2024-09-14,Expired Stock,218.05,No,21148.7
WS011309,PR20240914782,2024-09-14,Processing Waste,301.27,No,34979.25
WS011314,PR20240915219,2024-09-15,Expired Stock,237.33,Yes,23565.56
WS011317,PR20240915124,2024-09-15,Expired Stock,81.91,Yes,8269.6
WS011319,PR20240915673,2024-09-15,Quality Rejection,368.86,No,38791.81
WS011320,PR20240915701,2024-09-15,Processing Waste,82.39,Yes,10745.06
WS011331,PR20240916272,2024-09-16,Spillage,77.6,No,9701.66
WS011346,PR20240917249,2024-09-17,Spillage,327.61,Yes,27688.3
WS011354,PR20240917122,2024-09-17,Processing Waste,176.68,Yes,19903.77
WS011355,PR20240917936,2024-09-17,Processing Waste,514.05,Yes,67476.27
WS011356,PR20240918942,2024-09-18,Processing Waste,476.34,Yes,66482.99
WS011357,PR20240918912,2024-09-18,Quality Rejection,124.28,No,15356.02
WS011360,PR20240918207,2024-09-18,Expired Stock,421.49,Yes,55584.03
WS011367,PR20240918274,2024-09-18,Expired Stock,199.87,Yes,20891.47
WS011374,PR20240919929,2024-09-19,Spillage,138.62,No,15894.75
WS011378,PR20240919725,2024-09-19,Quality Rejection,288.11,Yes,26830.43
WS011384,PR20240920780,2024-09-20,Spillage,244.01,Yes,34367.52
WS011390,PR20240920498,2024-09-20,Expired Stock,253.65,Yes,24183.1
WS011403,PR20240921422,2024-09-21,Spillage,297.65,Yes,39558.31
WS011405,PR20240921468,2024-09-21,Processing Waste,231.09,Yes,29401.74
WS011414,PR20240922486,2024-09-22,Processing Waste,538.43,Yes,74367.09
WS011424,PR20240923202,2024-09-23,Processing Waste,205.76,No,25245.76
WS011434,PR20240923228,2024-09-23,Quality Rejection,302.23,Yes,26080.25
WS011443,PR20240924885,2024-09-24,Expired Stock,512.66,Yes,46080.2
WS011446,PR20240924997,2024-09-24,Processing Waste,384.77,No,41713.39
WS011447,PR20240924581,2024-09-24,Processing Waste,412.62,Yes,47984.91
WS011449,PR20240925201,2024-09-25,Expired Stock,308.41,Yes,32521.8
WS011450,PR20240925282,2024-09-25,Spillage,45.58,Yes,3683.18
WS011455,PR20240925303,2024-09-25,Expired Stock,313.79,Yes,44896.3
WS011464,PR20240926388,2024-09-26,Quality Rejection,127.09,No,17839.17
WS011471,PR20240926495,2024-09-26,Spillage,639.87,No,59190.0
WS011491,PR20240928575,2024-09-28,Expired Stock,218.3,No,23834.77
WS011494,PR20240928374,2024-09-28,Expired Stock,68.64,No,6648.69
WS011504,PR20240929764,2024-09-29,Quality Rejection,110.41,No,14472.06
WS011507,PR20240929401,2024-09-29,Quality Rejection,304.92,No,29852.1
WS011510,PR20240930369,2024-09-30,Processing Waste,437.12,Yes,36020.49
WS011528,PR20241001471,2024-10-01,Spillage,190.82,Yes,28096.14
WS011530,PR20241001626,2024-10-01,Expired Stock,173.03,Yes,20481.8
WS011536,PR20241002922,2024-10-02,Spillage,52.82,Yes,6085.24
WS011538,PR20241002594,2024-10-02,Processing Waste,176.57,Yes,23742.85
WS011539,PR20241002912,2024-10-02,Quality Rejection,326.18,No,29921.2
WS011546,PR20241002864,2024-10-02,Expired Stock,252.06,Yes,35337.71
WS011547,PR20241002103,2024-10-02,Spillage,179.8,No,20437.5
WS011571,PR20241005775,2024-10-05,Quality Rejection,338.91,Yes,50041.47
WS011576,PR20241005155,2024-10-05,Quality Rejection,234.48,No,21758.74
WS011611,PR20241008928,2024-10-08,Processing Waste,256.86,Yes,24917.08
WS011622,PR20241009947,2024-10-09,Expired Stock,469.87,Yes,47495.91
WS011624,PR20241009470,2024-10-09,Expired Stock,111.98,No,12265.81
WS011625,PR20241009755,2024-10-09,Processing Waste,98.03,No,9269.66
WS011635,PR20241010838,2024-10-10,Expired Stock,218.81,Yes,18094.42
WS011636,PR20241010526,2024-10-10,Quality Rejection,67.74,Yes,6154.88
WS011638,PR20241010190,2024-10-10,Quality Rejection,311.9,No,46217.71
WS011653,PR20241011903,2024-10-11,Spillage,91.49,Yes,11302.42
WS011665,PR20241013851,2024-10-13,Spillage,378.92,Yes,31909.18
WS011668,PR20241013990,2024-10-13,Expired Stock,39.78,Yes,3800.12
WS011678,PR20241014870,2024-10-14,Expired Stock,169.75,Yes,25015.58
WS011704,PR20241015451,2024-10-15,Spillage,236.66,No,19691.07
WS011715,PR20241016494,2024-10-16,Quality Rejection,201.97,No,29480.06
WS011717,PR20241016996,2024-10-16,Quality Rejection,93.04,No,11365.54
WS011723,PR20241017703,2024-10-17,Spillage,123.53,No,10454.93
WS011733,PR20241018431,2024-10-18,Quality Rejection,174.74,No,25440.25
WS011742,PR20241019834,2024-10-19,Quality Rejection,332.67,Yes,30600.78
WS011755,PR20241019531,2024-10-19,Spillage,126.28,Yes,14461.61
WS011757,PR20241020774,2024-10-20,Quality Rejection,96.13,No,10409.36
WS011769,PR20241021443,2024-10-21,Processing Waste,468.83,Yes,53937.22
WS011775,PR20241022798,2024-10-22,Spillage,455.98,Yes,61734.23
WS011807,PR20241025147,2024-10-25,Expired Stock,121.76,No,16477.57
WS011820,PR20241026524,2024-10-26,Quality Rejection,165.81,No,15601.94
WS011826,PR20241027790,2024-10-27,Quality Rejection,444.8,Yes,35762.1
WS011837,PR20241028562,2024-10-28,Expired Stock,106.56,No,11361.84
WS011841,PR20241028441,2024-10-28,Processing Waste,302.06,Yes,44904.09
WS011843,PR20241028775,2024-10-28,Quality Rejection,377.21,No,55268.54
WS011845,PR20241028605,2024-10-28,Quality Rejection,313.5,Yes,29501.52
WS011847,PR20241028631,2024-10-28,Spillage,192.0,No,23743.49
WS011851,PR20241029172,2024-10-29,Expired Stock,214.78,Yes,21889.79
WS011861,PR20241029107,2024-10-29,Processing Waste,257.64,Yes,26827.02
WS011863,PR20241030986,2024-10-30,Expired Stock,373.48,Yes,40513.01
WS011864,PR20241030297,2024-10-30,Quality Rejection,180.39,Yes,17084.43
WS011872,PR20241030944,2024-10-30,Quality Rejection,265.42,Yes,28073.64
WS011888,PR20241031239,2024-10-31,Spillage,102.52,Yes,13181.06
WS011889,PR20241031329,2024-10-31,Expired Stock,189.6,Yes,26396.01
WS011893,PR20241101833,2024-11-01,Processing Waste,263.98,No,39082.86
WS011895,PR20241101137,2024-11-01,Expired Stock,335.71,No,33486.17
WS011902,PR20241102828,2024-11-02,Spillage,194.65,Yes,25223.82
WS011903,PR20241102739,2024-11-02,Spillage,76.89,Yes,9754.02
WS011913,PR20241103885,2024-11-03,Quality Rejection,101.38,No,14915.07
WS011916,PR20241103487,2024-11-03,Processing Waste,233.26,Yes,20728.6
WS011917,PR20241103733,2024-11-03,Quality Rejection,66.11,Yes,9359.34
WS011925,PR20241103960,2024-11-03,Spillage,405.91,No,44807.04
